Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Nuvei Corporation,NVEI,25.41,25.38,0.03,31.68,0.8,218036,3.644B
Persistent Systems Limited,PERSISTENT.NS,3870.9,3827.6,43.3,65.64,58.97,264660,295.834B
Abcam plc,ABCM,15.56,15.54,0.02,160.41,0.1,375953,3.613B
Livent Corporation,LTHM,19.87,19.8,0.07,0,-0.13,3727479,3.21B
Huhtamäki Oyj,HUH1V.HE,32.0,32.66,-0.66,19.88,1.61,114359,3.34B
YETI Holdings Inc.,YETI,41.31,41.38,-0.07,23.34,1.77,513093,3.62B
RLX Technology Inc.,RLX,2.3,2.36,-0.06,16.2,0.142,8429932,3.613B
AmTrust Financial Services Inc.,AFFS,18.0,18.0,0.0,18.42,0,1600,3.559B
Lumentum Holdings Inc.,LITE,52.17,51.39,0.78,21.42,2.44,1030597,3.772B
Buzzi Unicem S.p.A.,BZU.MI,18.0,18.1,-0.1,6.61,2.72,132926,N/A
Taisho Pharmaceutical Holdings Co. Ltd.,4581.T,5800.0,5880.0,-80.0,27.53,210.69,117900,462.931B
PotlatchDeltic Corporation,PCH,43.99,44.66,-0.67,9.44,4.66,333956,3.038B
The Federal Bank Limited,FEDERALBNK.NS,139.05,137.65,1.4,18.94,7.34,17154400,292.287B
ATCO Ltd.,ACO-X.TO,42.38,42.67,-0.29,19.62,2.16,88605,4.847B
Royal Unibrew A/S,0R1.F,65.74,65.5,0.24,19.7,3.34,2,3.216B
LG Display Co. Ltd.,LPL,4.96,4.99,-0.03,0,-0.1115,249022,3.593B
Enviva Inc.,EVA,52.97,52.39,0.58,0,-0.71,294736,3.232B
Stadler Rail AG,SRAIL.SW,32.8,33.36,-0.56,23.84,1.38,33390,3.279B
Brighthouse Financial Inc.,BHF,51.27,51.54,-0.27,0,-11.59,228195,4.092B
PT Mayora Indah Tbk,D7V.F,0.14,0.137,0.0,23.33,0.006,20000,3.13B
Perfect World Co. Ltd.,002624.SZ,12.72,12.56,0.16,15.9,0.8,30799455,24.676B
Black Stone Minerals L.P.,BSM,16.87,16.54,0.33,34.57,0.49,1099557,3.52B
Türkiye Halk Bankasi A.S.,HALKB.IS,13.29,13.35,-0.06,7.21,1.84,42347424,32.877B
Foot Locker Inc.,FL,37.79,37.25,0.54,12.27,3.08,2825902,3.793B
DMG MORI AKTIENGESELLSCHAFT,GIL.F,41.7,41.5,0.2,76.94,0.54,400,3.302B
Ubisoft Entertainment SA,UBI.PA,26.41,27.2,-0.79,0,-0.84,338746,3.257B
Wayfair Inc.,W,32.89,33.14,-0.25,17.68,1.86,3193009,3.438B
Insight Enterprises Inc.,NSIT,100.27,99.7,0.57,20.59,4.87,165507,3.498B
Direct Line Insurance Group plc,DLG.L,221.3,221.6,-0.3,8.68,25.5,1420644,2.945B
MINISO Group Holding Limited,MNSO,10.73,10.96,-0.23,38.74,0.28,494949,3.288B
NorthWestern Corporation,NWE,59.34,59.83,-0.49,17.98,3.3,387731,3.262B
Lantheus Holdings Inc.,LNTH,50.96,50.62,0.34,0,-0.25,888868,3.45B
Arcadis NV,ARCAD.AS,36.7,37.24,-0.54,152.92,0.24,70500,3.224B
PGE Polska Grupa Energetyczna S.A.,PGE.WA,6.88,6.8,0.08,116.68,0.06,1495533,12.871B
Indraprastha Gas Limited,IGL.NS,413.95,406.5,7.45,26.63,15.54,1286526,289.765B
Alteryx Inc.,AYX,50.67,50.53,0.14,0,-0.37,549220,3.418B
Harvey Norman Holdings Limited,HVN.AX,4.13,4.12,0.01,7.07,0.584,990816,5.146B
PCCW Limited,0008.HK,3.52,3.51,0.01,39.86,0.088,2829331,27.208B
LANXESS Aktiengesellschaft,LXS.F,37.71,37.76,-0.05,3.69,10.22,1,3.263B
PT Sarana Menara Nusantara Tbk.,TOWR.JK,1100.0,1095.0,5.0,20.67,53.21,43910200,54.779T
Magazine Luiza S.A.,MGLU3.SA,2.74,2.69,0.05,45.67,0.06,130046200,18.057B
Physicians Realty Trust,DOC,14.47,14.45,0.02,45.79,0.32,1839621,3.188B
Associated Banc-Corp,ASB,23.09,23.21,-0.12,10.62,2.17,706965,3.465B
Freedom Holding Corp.,FRHC,58.22,58.29,-0.07,36.64,1.59,79053,3.466B
Tate & Lyle plc,TATE.L,711.2,716.6,-5.4,13.5,52.7,512560,3.332B
Diodes Incorporated,DIOD,76.14,76.12,0.02,40.5,1.88,161947,3.428B
Euronav NV,EURN,17.04,16.78,0.26,7.57,2.25,2839909,3.437B
Beacon Roofing Supply Inc.,BECN,52.79,53.13,-0.34,0,-4.38,243038,3.701B
AllianceBernstein Holding L.P.,AB,34.37,34.36,0.01,11.22,3.06,402795,3.394B
BellRing Brands Inc.,BRBR,25.64,25.97,-0.33,36.68,0.7,636020,999.068M
Pan American Silver Corp.,PAAS,16.34,16.71,-0.37,19.29,0.85,2830800,3.437B
Hamilton Lane Incorporated,HLNE,63.88,64.32,-0.44,25.8,2.48,179107,2.376B
Amicus Therapeutics Inc.,FOLD,12.21,12.09,0.12,0,-1.07,1187275,3.402B
Teradata Corporation,TDC,33.66,33.74,-0.08,29.02,1.16,462283,3.652B
Sprouts Farmers Market Inc.,SFM,32.37,32.62,-0.25,13.32,2.43,1025474,3.634B
American States Water Company,AWR,92.55,94.64,-2.09,37.44,2.47,124295,3.418B
Sweco AB (publ),SWEC-A.ST,100.0,101.5,-1.5,27.93,3.58,33,36.043B
Games Workshop Group PLC,GAW.L,8565.0,8625.0,-60.0,28.76,297.8,13995,2.813B
SeaWorld Entertainment Inc.,SEAS,53.51,52.51,1.0,0,-3.99,486906,4.135B
Surgery Partners Inc.,SGRY,27.86,27.56,0.3,0,-3.19,384288,2.489B
Innolux Corporation,3481.TW,11.05,11.2,-0.15,65.38,0.17,22008170,116.684B
1Life Healthcare Inc.,ONEM,16.71,16.64,0.07,0,-1.19,1623945,3.19B
Envestnet Inc.,ENV,61.7,61.77,-0.07,0,-0.06,720458,3.372B
Escorts Kubota Limited,ESCORTS.NS,2140.15,2140.95,-0.8,26.7,80.14,293176,288.567B
Inari Medical Inc.,NARI,63.56,63.28,0.28,223.8,0.28,286788,3.191B
Land and Houses Public Company Limited,LH.BK,9.9,10.1,-0.2,16.56,0.6,64970180,118.302B
Inmobiliaria Colonial SOCIMI S.A.,COL.MC,6.01,6.09,-0.08,1202.0,0.0,731257,3.194B
Transportadora de Gas del Sur S.A.,TGS,11.8,11.74,0.06,51.3,0.23,298759,1.777B
Fielmann Aktiengesellschaft,FIE.F,36.92,35.74,1.18,26.64,1.39,15,3.1B
Greif Inc.,GEF,67.06,67.88,-0.82,32.52,2.06,131465,3.244B
RingCentral Inc.,RNG,35.4,35.36,0.04,0,-0.94,1027875,3.308B
Elis SA,ELIS.PA,13.82,13.84,-0.02,767.78,0.02,200284,3.095B
Aroundtown SA,AT1.F,2.198,2.221,-0.02,4.48,0.491,1545,2.524B
NWS Holdings Limited,0659.HK,6.75,6.78,-0.03,0,0.0,999000,26.4B
Melisron Ltd.,MLSR.TA,25160.0,25400.0,-240.0,0,-5.27,108615,1.194T
Community Bank System Inc.,CBU,62.95,63.17,-0.22,19.12,3.29,139454,3.395B
Dätwyler Holding AG,DAE.SW,184.0,188.6,-4.6,0,-20.37,5788,3.128B
Olaplex Holdings Inc.,OLPX,5.21,5.22,-0.01,27.86,0.19,1501022,3.377B
Air France-KLM SA,AF.PA,1.231,1.2495,-0.02,0,-16.56,9863752,789.595M
Metsä Board Oyj,METSA.HE,10.15,10.2,-0.05,16.89,0.6,3971,3.402B
Taiwan Business Bank Ltd.,2834.TW,12.95,12.85,0.1,20.62,0.63,14798468,100.274B
The a2 Milk Company Limited,ACOPY,4.49,4.582,-0.09,60.68,0.074,557,3.398B
SmartCentres Real Estate Investment Trust,SRU-UN.TO,26.78,26.73,0.05,51.4,0.52,94105,4.558B
Qube Holdings Limited,QUB.AX,2.81,2.8,0.01,54.04,0.052,1682428,5.396B
Meritage Homes Corporation,MTH,92.2,92.42,-0.22,7.31,12.62,230626,3.44B
Onto Innovation Inc.,ONTO,68.09,68.73,-0.64,29.19,2.33,247686,3.355B
Hecla Mining Company,HL,5.56,5.6,-0.04,0,-0.03,5777473,2.992B
Vir Biotechnology Inc.,VIR,25.31,25.09,0.22,0,-0.8,747873,3.313B
Nelnet Inc.,NNI,90.75,91.2,-0.45,10.06,9.02,32056,3.47B
Grupo Financiero Galicia S.A.,GGAL,9.73,9.61,0.12,4.99,1.95,432278,2.855B
Summit Materials Inc.,SUM,28.39,28.88,-0.49,23.66,1.2,499075,3.366B
De'Longhi S.p.A.,DLG.MI,20.98,21.46,-0.48,16.02,1.31,60453,3.146B
Beijing Capital International Airport Company Limited,0694.HK,5.71,5.76,-0.05,9.29,0.615,3381572,26.147B
Mueller Industries Inc.,MLI,59.0,59.29,-0.29,19.59,3.01,307998,3.385B
Essential Properties Realty Trust Inc.,EPRT,23.47,23.35,0.12,54.08,0.43,566785,2.853B
TietoEVRY Oyj,TIETO.HE,26.52,26.86,-0.34,32.74,0.81,113971,3.14B
Lerøy Seafood Group ASA,LSG.OL,55.15,55.15,0.0,41.47,1.33,416876,32.841B
Axsome Therapeutics Inc.,AXSM,77.13,76.5,0.63,0,-2.77,671918,2.907B
Subsea 7 S.A.,SUBC.OL,113.05,113.1,-0.05,0,-29.34,252984,33.402B
Instructure Holdings Inc.,INST,23.44,23.85,-0.41,0,-2.05,69658,3.292B
Hysan Development Company Limited,0014.HK,25.3,25.25,0.05,5.46,4.63,1029910,26.167B
Marqeta Inc.,MQ,6.11,6.02,0.09,0,-0.54,2350595,3.3B
First Hawaiian Inc.,FHB,26.04,25.96,0.08,16.59,1.57,340619,3.354B
California Water Service Group,CWT,60.64,62.22,-1.58,26.43,2.29,189313,3.19B
Boyd Group Services Inc.,BYD.TO,209.16,207.05,2.11,80.38,2.6,28485,4.491B
Compañía de Distribución Integral Logista Holdings S.A.,LOG.MC,23.6,23.74,-0.14,18.9,1.25,186871,3.11B
PT Tower Bersama Infrastructure Tbk,TBIG.JK,2300.0,2320.0,-20.0,47.52,48.4,17856800,49.752T
Scorpio Tankers Inc.,STNG,53.77,53.43,0.34,32.2,1.67,529259,3.139B
Sega Sammy Holdings Inc.,6460.T,1997.0,2011.0,-14.0,0,-65.74,622400,467.272B
Workman Co.Ltd.,7564.T,5400.0,5230.0,170.0,27.8,194.26,452600,440.696B
African Rainbow Minerals Limited,ARI.JO,28800.0,29138.0,-338.0,847.96,33.96,226106,5.64T
Transocean Ltd.,RIG,4.56,4.56,0.0,0,-0.922,9435778,2.989B
Neogen Corporation,NEOG,15.23,15.38,-0.15,13.14,1.16,1231334,1.641B
Grand Canyon Education Inc.,LOPE,105.66,106.29,-0.63,19.39,5.45,302433,4.234B
Adient plc,ADNT,34.69,35.21,-0.52,0,-2.45,393499,3.274B
Sanmina Corporation,SANM,57.29,57.79,-0.5,20.4,2.81,453602,3.688B
Sime Darby Berhad,4197.KL,2.3,2.21,0.09,6.65,0,15052400,14.552B
Taylor Morrison Home Corporation,TMHC,30.35,30.62,-0.27,10.7,2.84,601106,3.73B
PT Bank Jago Tbk,ARTO.JK,3720.0,3510.0,210.0,0,-18.66,30668500,51.545T
BB Biotech AG,BION.SW,55.2,56.1,-0.9,3.8,14.52,20125,3.058B
AIXTRON SE,AIXA.F,27.35,27.76,-0.41,77.26,0.35,1130,3.077B
Ginkgo Bioworks Holdings Inc.,DNA,1.69,1.67,0.02,0,-8.691,14234526,2.513B
Copa Holdings S.A.,CPA,83.17,83.32,-0.15,0,-14.28,178153,3.534B
Companhia de Gás de São Paulo - COMGÁS,CGAS5.SA,129.5,130.0,-0.5,14.96,8.66,500,16.576B
OVH Groupe S.A.,OVH.PA,15.98,16.08,-0.1,0,-0.19,28490,3.013B
Deepak Nitrite Limited,DEEPAKNTR.NS,1985.3,1976.25,9.05,41.16,48.24,239487,270.781B
Imerys S.A.,NK.PA,36.34,36.86,-0.52,53.21,0.68,43874,3.073B
Avista Corporation,AVA,44.34,44.71,-0.37,23.34,1.9,534548,3.138B
Ameris Bancorp,ABCB,47.14,47.32,-0.18,8.92,5.28,301904,3.283B
Harmony Biosciences Holdings Inc.,HRMY,55.1,55.16,-0.06,281.12,0.2,356898,3.222B
EVN AG,EVN.F,16.86,16.66,0.2,14.28,1.18,10,3.004B
Enel Chile S.A.,ENIC,2.25,2.22,0.03,5.62,0.4,388858,3.112B
ChargePoint Holdings Inc.,CHPT,9.53,9.04,0.49,0,-2.18,9419420,3.155B
The Bank of East Asia Limited,0023.HK,9.46,9.41,0.05,10.63,0.89,529420,27.648B
Icade SA,ICAD.PA,40.24,40.52,-0.28,124.58,0.32,28478,3.046B
Granite Real Estate Investment Trust,GRP-UN,50.99,50.9,0.09,8.99,5.67,1947,3.35B
Mercari Inc.,4385.T,2699.0,2653.0,46.0,141.07,19.13,6999600,431.084B
Ultragenyx Pharmaceutical Inc.,RARE,46.33,45.17,1.16,0,-3.07,540066,3.158B
360 DigiTech Inc.,QFIN,20.36,20.34,0.02,5.78,3.52,1095230,3.147B
China Lesso Group Holdings Limited,2128.HK,8.15,8.04,0.11,7.44,1.095,1712302,25.285B
Renishaw plc,RSW.L,3668.0,3692.0,-24.0,58.88,62.3,8828,2.67B
Mayr-Melnhof Karton AG,MYM.F,151.2,150.6,0.6,18.76,8.06,20,3.142B
Douglas Emmett Inc.,DEI,15.68,15.82,-0.14,56.0,0.28,1151102,2.752B
SSR Mining Inc.,SSRM,15.67,15.72,-0.05,17.97,0.87,894086,3.319B
eMemory Technology Inc.,3529.TWO,1335.0,1330.0,5.0,121.14,11.02,929957,99.486B
Federated Hermes Inc.,FHI,36.31,36.55,-0.24,12.18,2.98,402422,3.427B
Global-E Online Ltd.,GLBE,20.64,20.37,0.27,0,-0.73,1128925,3.006B
Lion Corporation,4912.T,1514.0,1518.0,-4.0,14.75,102.61,518500,440.144B
Telecom Argentina S.A.,TEO,5.45,5.25,0.2,0,-0.14,144161,2.348B
Nordic Semiconductor ASA,NOD.OL,163.9,167.6,-3.7,72.62,2.26,260871,31.298B
G-bits Network Technology (Xiamen) Co. Ltd.,603444.SS,312.84,311.39,1.45,20.63,15.16,938223,22.482B
Gates Industrial Corporation plc,GTES,11.41,11.41,0.0,42.42,0.27,345104,3.331B
Derwent London Plc,DLN.L,2368.0,2376.0,-8.0,0,-69.3,74294,2.657B
Sembcorp Marine Ltd,S51.SI,0.138,0.139,-0.0,0,-0.109,66735000,4.332B
NCR Corporation,NCR,23.41,23.35,0.06,0,-0.79,550090,3.09B
Encavis AG,ECV.F,18.61,18.57,0.04,265.93,0.07,75,2.987B
Rotork plc,ROR.L,306.6,311.8,-5.2,28.65,10.7,715338,2.636B
Thoughtworks Holding Inc.,TWKS,10.19,10.22,-0.03,0,-0.14,484845,3.109B
Advanced Energy Industries Inc.,AEIS,85.78,85.73,0.05,24.52,3.5,101771,3.231B
Comstock Resources Inc.,CRK,13.71,13.66,0.05,0,-0.39,4261614,3.193B
Nagoya Railroad Co. Ltd.,9048.T,2179.0,2185.0,-6.0,0,-43.06,238400,428.503B
Voltas Limited,VOLTAS.NS,799.85,800.45,-0.6,59.33,13.48,812928,264.658B
Frasers Logistics & Commercial Trust,BUOU.SI,1.16,1.15,0.01,16.57,0.07,4919900,4.276B
COWAY Co. Ltd.,021240.KS,55900.0,56900.0,-1000.0,0,0,117561,4.056T
California Resources Corporation,CRC,43.51,43.35,0.16,1.27,34.21,373965,3.498B
Badger Meter Inc.,BMI,109.03,110.68,-1.65,62.3,1.75,65120,3.189B
Summit Industrial Income REIT,SMU-UN.TO,22.69,22.62,0.07,15.96,1.42,838113,3.981B
Ambarella Inc.,AMBA,82.23,81.01,1.22,0,-1.72,549849,3.043B
BTS Group Holdings Public Company Limited,BTS.BK,8.4,8.5,-0.1,16.8,0.5,24556937,110.571B
CRISPR Therapeutics AG,CRSP,40.65,40.33,0.32,0,-5.64,1147176,3.111B
Yuhan Corporation,000100.KS,57200.0,57500.0,-300.0,0,0,150658,3.853T
PT Indosat Ooredoo Hutchison Tbk,ISAT.JK,6175.0,6025.0,150.0,0,-131.9,2479700,33.555T
Chegg Inc.,CHGG,25.27,25.53,-0.26,0,-0.51,645528,3.663B
Sinch AB (publ),SINCH.ST,38.23,39.31,-1.08,4.93,7.76,6318684,29.382B
Kerry Properties Limited,0683.HK,17.0,16.78,0.22,3.59,4.74,867640,24.726B
Coromandel International Limited,COROMANDEL.NS,887.15,884.6,2.55,19.62,45.22,442059,260.393B
Select Medical Holdings Corporation,SEM,24.83,24.91,-0.08,12.89,1.93,353833,3.331B
Harbour Energy plc,HBR.L,304.4,307.3,-2.9,0,-11214.6,994404,2.817B
CVR Energy Inc.,CVI,31.34,31.25,0.09,0,-2.07,852031,3.151B
Ambu A/S,AMBU-B.CO,89.0,90.46,-1.46,76.33,1.17,454133,22.582B
Zai Lab Limited,ZLAB,30.7,30.63,0.07,0,-3.46,433088,3.138B
Cohen & Steers Inc.,CNS,64.56,64.94,-0.38,30.03,2.15,112311,3.115B
Kemper Corporation,KMPR,49.2,49.56,-0.36,6.99,7.04,304869,3.132B
SunPower Corporation,SPWR,18.03,18.18,-0.15,7.27,2.48,1784968,3.119B
Gland Pharma Limited,GLAND.NS,1576.55,1578.3,-1.75,26.41,59.69,155973,259.032B
Nikon Corporation,NINOY,8.84,8.86,-0.02,0,-0.89,5630,3.246B
Proximus PLC,PROX.VI,9.1,9.1,0.0,5.21,1.75,0,2.935B
Kinaxis Inc.,KXS.TO,151.91,151.82,0.09,252.34,0.6,37766,4.159B
Armstrong World Industries Inc.,AWI,68.59,69.35,-0.76,20.24,3.39,235220,3.256B
Blackbaud Inc.,BLKB,58.86,59.6,-0.74,1032.63,0.06,103858,3.062B
Tootsie Roll Industries Inc.,TR,42.57,42.77,-0.2,49.44,0.86,110433,2.854B
Gelsenwasser AG,WWG.F,850.0,800.0,50.0,30.89,27.52,10,2.922B
Santen Pharmaceutical Co. Ltd.,4536.T,1074.0,1078.0,-4.0,17.6,61.04,815500,429.44B
JB Hi-Fi Limited,JBH.AX,41.95,41.75,0.2,10.82,3.88,227707,4.819B
easyJet plc,EJT1.F,3.72,3.68,0.04,0,-3.046,1768,2.82B
Spirit AeroSystems Holdings Inc.,SPR,29.6,28.67,0.93,0,-8.38,1453631,3.109B
Prothena Corporation plc,PRTA,60.25,59.68,0.57,0,-2.79,387515,2.807B
St. Galler Kantonalbank AG,SGKN.SW,481.0,479.5,1.5,17.22,27.93,613,2.879B
Aurobindo Pharma Limited,AUROPHARMA.NS,438.3,437.15,1.15,4.77,91.88,866107,256.817B
Bank of Hawaii Corporation,BOH,77.56,77.74,-0.18,17.27,4.49,98142,3.121B
SNGN Romgaz SA,RZ8G.F,7.25,7.3,-0.05,0,0,70,2.948B
