Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
FaZe Holdings Inc.,FAZE,1.85,1.56,0.29,0,0,77152,N/A
Twin Disc Incorporated,TWIN,9.72,9.13,0.59,0,-0.76,19871,132.182M
Heliogen Inc.,HLGN,0.6982,0.5158,0.18,0,0,3907752,128.105M
eHealth Inc.,EHTH,4.84,4.82,0.02,3.19,1.518,274291,127.718M
Iteris Inc.,ITI,3.11,2.93,0.18,12.01,0.259,105355,131.652M
Pexip Holding ASA,PEXIP.OL,12.8,12.9,-0.1,0,-0.95,324704,1.325B
SOPHiA GENETICS SA,SOPH,2.06,2.25,-0.19,0,-1.225,106349,131.547M
ThredUp Inc.,TDUP,1.31,1.26,0.05,0,-1.116,479650,127.715M
Precision BioSciences Inc.,DTIL,1.19,1.01,0.18,0,-2.095,915825,72.313M
Supermax Corporation Berhad,7106.KL,0.87,0.885,-0.02,5.76,0,7500500,584.001M
Euroseas Ltd.,ESEA,18.45,18.7,-0.25,31.7,0.58,74033,133.668M
Ovid Therapeutics Inc.,OVID,1.86,1.82,0.04,0,-1.386,90760,126.651M
PyroGenesis Canada Inc.,PYR,0.7539,0.6971,0.06,22.85,0.033,81721,129.054M
MICT Inc.,MICT,0.83,0.7799,0.05,0,-0.832,217844,101.622M
KLab Inc.,3656.T,432.0,425.0,7.0,21.72,19.89,966000,16.501B
O2Micro International Limited,OIIM,4.47,4.45,0.02,13.19,0.339,41662,127.44M
Anixa Biosciences Inc.,ANIX,4.25,4.16,0.09,0,-0.413,49412,127.287M
Nyxoah S.A.,NYXH,4.99,5.45,-0.46,0,-1.109,11269,128.604M
Yellow Corporation,YELL,2.51,2.61,-0.1,0,-1.644,823438,128.727M
Provident Bancorp Inc.,PVBC,7.28,7.41,-0.13,8.77,0.83,110456,131.141M
FingerMotion Inc.,FNGR,2.81,3.0,-0.19,0,-0.099,182753,118.586M
Allot Ltd.,ALLT,3.44,3.37,0.07,0,-0.27,124281,125.236M
Daktronics Inc.,DAKT,2.82,2.66,0.16,13.18,0.214,395579,128.211M
Immuneering Corporation,IMRX,4.85,4.96,-0.11,0,-3.435,51130,127.653M
PLBY Group Inc.,PLBY,2.75,2.65,0.1,0,-1.528,825149,113.796M
Inotiv Inc.,NOTV,4.94,4.91,0.03,26.56,0.186,542570,119.875M
Redwire Corporation,RDW,1.98,1.84,0.14,0,-157.091,270590,118.129M
Vaxart Inc.,VXRT,0.9609,0.9494,0.01,0,-0.46,3783166,120.589M
Ohio Valley Banc Corp.,OVBC,26.42,26.25,0.17,9.89,2.67,2548,126.047M
ARC Document Solutions Inc.,ARC,2.93,2.85,0.08,20.93,0.14,117497,126.355M
Societal CDMO Inc.,SCTL,1.49,1.43,0.06,0,0,296034,N/A
Lazydays Holdings Inc.,LAZY,11.94,11.86,0.08,7.67,1.56,65694,149.378M
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER.NS,87.75,88.1,-0.35,13.63,6.44,816382,10.4B
Capacit'e Infraprojects Limited,CAPACITE.NS,153.0,141.5,11.5,0,-2.79,1173434,10.393B
Townsquare Media Inc.,TSQ,7.25,7.28,-0.03,0,-4.46,12093,121.366M
PTC India Financial Services Limited,PFS.NS,16.05,16.0,0.05,11.98,1.34,515215,10.335B
Glatfelter Corporation,GLT,2.78,2.8,-0.02,5.79,0.48,437150,123.78M
Nucleus Software Exports Limited,NUCLEUS.NS,384.65,376.05,8.6,9.41,40.88,6992,11.28B
KAP AG,IUR.F,15.0,15.1,-0.1,0,-0.38,100,116.513M

Sesen Bio Inc.,SESN,0.6095,0.5051,0.1,0,-0.191,5475943,121.573M
Remark Holdings Inc.,MARK,1.1,1.13,-0.03,0,-0.16,247503,115.674M
Starbox Group Holdings Ltd.,STBX,2.73,2.84,-0.11,0,0,228464,N/A
The RealReal Inc.,REAL,1.25,1.26,-0.01,0,-2.008,2392631,115.485M
Coffee Day Enterprises Limited,COFFEEDAY.NS,47.7,48.0,-0.3,0.53,90.44,1571274,10.077B
Village Farms International Inc.,VFF,1.34,1.31,0.03,7.05,0.19,572681,118.077M
Xunlei Limited,XNET,1.82,1.88,-0.06,0,-0.205,87105,121.925M
MariMed Inc.,MRMD,0.3562,0.355,0.0,44.52,0.008,442154,118.65M
USERJOY Technology Co.Ltd.,3546.TWO,77.1,75.6,1.5,12.5,6.17,378773,3.714B
X4 Pharmaceuticals Inc.,XFOR,0.993,0.9327,0.06,0,-3.095,1308125,27.93M
Aiming Inc.,3911.T,403.0,391.0,12.0,0,-46.19,3868100,16.015B
HIVE Blockchain Technologies Ltd.,HIVE,1.44,1.44,0.0,5.33,0.27,906015,553.454M
Athira Pharma Inc.,ATHA,3.17,3.11,0.06,0,-1.367,399715,118.403M
Bodal Chemicals Limited,BODALCHEM.NS,78.9,78.15,0.75,23.17,3.41,144836,9.681B
Cazoo Group Ltd,CZOO,0.1568,0.1546,0.0,0,-1.375,1781026,117.938M
The Oncology Institute Inc.,TOI,1.65,1.59,0.06,0,-602.087,184422,123.074M
EyePoint Pharmaceuticals Inc.,EYPT,3.5,3.5,0.0,0,-3.536,421998,118.648M
FinWise Bancorp,FINW,9.26,9.24,0.02,3.23,2.87,47718,113.407M
Turtle Beach Corporation,HEAR,7.17,6.97,0.2,3.03,2.37,370484,115.05M
PT Pollux Properties Indonesia Tbk,POLL.JK,224.0,222.0,2.0,43.41,5.16,3780600,1.863T
SML Isuzu Limited,SMLISUZU.NS,676.75,671.85,4.9,0,-79.75,5467,9.794B
Prakash Industries Limited,PRAKASH.NS,54.65,53.2,1.45,15.97,3.42,648718,9.796B
Smith Micro Software Inc.,SMSI,2.1,2.1,0.0,21.0,0.1,335952,114.587M
Kopin Corporation,KOPN,1.24,1.12,0.12,0,-0.054,477185,114.316M
Angel Oak Mortgage Inc.,AOMR,4.73,5.02,-0.29,4.8,0.985,396942,119.82M
Sterling Tools Limited,STERTOOLS.NS,269.95,267.55,2.4,42.05,6.42,61485,9.725B
Northern Dynasty Minerals Ltd.,NAK,0.2208,0.2125,0.01,0,-0.11,1075160,116.967M
AG Mortgage Investment Trust Inc.,MITT,5.31,5.37,-0.06,0,-12.24,250546,121.373M
Martin Midstream Partners L.P.,MMLP,3.0,2.96,0.04,0,-0.33,57105,116.408M
JOANN Inc.,JOAN,2.85,2.59,0.26,1.43,1.998,301690,117.366M
Astra Space Inc.,ASTR,0.4338,0.4394,-0.01,0,-9.048,1624381,112.057M
Citius Pharmaceuticals Inc.,CTXR,0.79,0.8521,-0.06,0,-0.467,2143928,115.364M
Cenntro Electric Group Limited,CENN,0.44,0.4098,0.03,0,0,10066515,N/A
Navkar Corporation Limited,NAVKARCORP.NS,63.15,63.0,0.15,56.94,1.11,472097,9.505B
Superior Industries International Inc.,SUP,4.22,4.2,0.02,0,-10.815,39437,110.408M
Offerpad Solutions Inc.,OPAD,0.4605,0.47,-0.01,0,-0.334,431171,109.758M
GE Power India Limited,GEPIL.NS,140.05,139.5,0.55,13.58,10.31,63449,9.571B
Naked Wines plc,WINE.L,126.8,129.0,-2.2,14.25,8.9,91299,93.121M
Loop Industries Inc.,LOOP,2.39,2.42,-0.03,0,-0.668,35770,112.713M
Wag! Group Co.,PET,3.08,3.09,-0.01,0,0,31846,N/A
Quantum Corporation,QMCO,1.09,1.07,0.02,0,-0.544,379289,64.768M
Quick Heal Technologies Limited,QUICKHEAL.NS,174.9,179.2,-4.3,14.93,11.72,49810,10.137B
Diebold Nixdorf Incorporated,DBD,1.42,1.43,-0.01,0,-3.468,1303050,111.265M
Praxis Precision Medicines Inc.,PRAX,2.38,2.42,-0.04,0,-3.472,227493,106.757M
SelectQuote Inc.,SLQT,0.6719,0.6623,0.01,1.33,0.504,523312,110.163M
Knights Group Holdings plc,KGH.L,107.0,107.0,0.0,0,-2.2,10879,89.765M
Nok Airlines Public Company Limited,NOK.BK,1.04,1.04,0.0,0,-1.252,71488400,3.878B
FONAR Corporation,FONR,16.75,17.21,-0.46,15.88,1.05,34946,111.921M
RVL Pharmaceuticals plc,RVLP,1.12,1.02,0.1,0,0,167561,N/A
Lee Enterprises Incorporated,LEE,18.56,19.19,-0.63,14.08,1.32,20628,109.303M
India Motor Parts & Accessories Limited,IMPAL.NS,728.75,736.45,-7.7,19.51,37.36,768,9.132B
Nuvectis Pharma Inc.,NVCT,7.5,7.4,0.1,0,0,37758,N/A
Eos Energy Enterprises Inc.,EOSE,1.48,1.17,0.31,0,-2.562,6857234,79.474M
Dave Inc.,DAVE,0.29,0.2717,0.02,0,0,1076684,N/A
High Tide Inc.,HITI,1.54,1.49,0.05,0,-0.774,200012,88.294M
Sylogist Ltd.,SYZ.TO,6.16,6.18,-0.02,14.39,0.43,27718,147.23M
India Nippon Electricals Limited,INDNIPPON.NS,398.65,395.4,3.25,23.89,16.69,12941,9.018B
Americas Gold and Silver Corporation,USAS,0.5683,0.5833,-0.02,0,-0.242,332076,94.237M
Matinas BioPharma Holdings Inc.,MTNB,0.5,0.4747,0.03,0,-0.118,561008,108.124M
Vinco Ventures Inc.,BBIG,0.464,0.4599,0.0,0,-23.171,5652571,63.328M
Union Bankshares Inc.,UNB,24.01,23.0,1.01,8.42,2.85,15106,107.688M
Creepy Jar S.A.,CRJ.WA,700.0,690.0,10.0,25.51,27.44,234,475.605M
MDxHealth SA,MDXH,6.61,6.35,0.26,0,-2.81,9556,107.78M
Sangoma Technologies Corporation,SANG,4.85,4.28,0.57,0,-0.188,1202,92.286M
XBiotech Inc.,XBIT,3.51,3.37,0.14,0,-0.364,34189,106.702M
Starbreeze AB (publ),STAR-B.ST,1.579,1.587,-0.01,0,-0.28,2566780,1.142B
comScore Inc.,SCOR,1.16,1.12,0.04,0,-0.673,514804,105.791M
Hycroft Mining Holding Corporation,HYMC,0.5321,0.5108,0.02,0,-0.965,2226475,32.145M
Citizens Inc.,CIA,2.13,2.23,-0.1,0,-0.218,99432,106.051M
Akebia Therapeutics Inc.,AKBA,0.577,0.5058,0.07,0,-2.769,3599922,100.952M
Orient Paper & Industries Limited,ORIENTPPR.NS,41.35,41.6,-0.25,0,-2.15,3205252,8.774B
Allied Tecnologia S.A.,ALLD3.SA,5.97,6.11,-0.14,3.06,1.95,76800,556.527M
L.B. Foster Company,FSTR,9.68,9.55,0.13,12.64,0.77,10294,104.874M
CytomX Therapeutics Inc.,CTMX,1.6,1.57,0.03,0,-0.713,772744,104.399M
USD Partners LP,USDP,3.16,3.11,0.05,0,-0.727,59207,86.031M
Pardes Biosciences Inc.,PRDS,1.69,1.58,0.11,0,0,74883,105.421M
Solid Biosciences Inc.,SLDB,5.38,5.81,-0.43,0,-1.7,39054,593.393M
Relmada Therapeutics Inc.,RLMD,3.49,3.55,-0.06,0,-3.813,495547,96.764M
RumbleON Inc.,RMBL,6.47,6.44,0.03,0,-11.44,136676,96.61M
Music Broadcast Limited,RADIOCITY.NS,25.05,25.1,-0.05,0,-0.85,133920,8.659B
PARKEN Sport & Entertainment A/S,PARKEN.CO,72.8,72.8,0.0,0,-23.5,1904,711.22M
The Anup Engineering Limited,ANUP.NS,864.8,847.25,17.55,25.79,33.53,8668,8.484B
Paratek Pharmaceuticals Inc.,PRTK,1.87,1.82,0.05,0,-2.185,544525,93.853M
Kokuyo Camlin Limited,KOKUYOCMLN.NS,85.25,83.85,1.4,0,-1.99,148363,8.571B
Pulse Biosciences Inc.,PLSE,2.77,2.75,0.02,0,-2.144,71098,82.079M
Tattooed Chef Inc.,TTCF,1.23,1.18,0.05,0,-0.069,988573,100.838M
Mainz Biomed B.V.,MYNZ,7.1,6.87,0.23,0,0,4247,83.141M
Latch Inc.,LTCH,0.7099,0.6634,0.05,0,-2.459,1461647,100.962M
CEL-SCI Corporation,CVM,2.35,2.2,0.15,0,-0.875,333233,101.625M
KAYAC Inc.,3904.T,865.0,872.0,-7.0,26.24,32.96,96500,13.158B
Graham Corporation,GHM,9.62,9.05,0.57,37.29,0.26,24801,102.338M
Mallinckrodt plc,MNK,7.75,8.05,-0.3,0,0,148475,N/A
Sema4 Holdings Corp.,SMFR,0.2638,0.2436,0.02,0,-1.377,1461028,63.645M
Arrival,ARVL,0.1595,0.1502,0.01,0,-1.975,11093285,101.533M
Bergs Timber AB (publ),BRG-B.ST,30.45,30.65,-0.2,62.53,0.49,33116,10.558B
VBI Vaccines Inc.,VBIV,0.3911,0.387,0.0,0,-0.212,2455066,100.632M
MediciNova Inc.,MNOV,2.05,2.03,0.02,0,-0.312,105051,100.539M
Ateam Inc.,3662.T,725.0,721.0,4.0,148.05,4.9,69500,13.6B
Thunderful Group AB,THUNDR.ST,14.8,14.23,0.57,5.71,2.59,63042,1.039B
Lyra Therapeutics Inc.,LYRA,3.14,3.17,-0.03,0,-2.845,16777,40.834M
Mangalam Cement Limited,MANGLMCEM.NS,299.0,299.2,-0.2,9.06,33.0,29443,7.981B
Lument Finance Trust Inc.,LFT,1.9,1.87,0.03,6.4,0.297,99848,47.401M
Provident Financial Holdings Inc.,PROV,13.77,13.75,0.02,17.91,0.77,48084,102.625M
Himatsingka Seide Limited,HIMATSEIDE.NS,83.0,83.05,-0.05,0,-16.22,974632,8.217B
Lulu's Fashion Lounge Holdings Inc.,LVLU,2.51,2.44,0.07,18.73,0.134,168599,96.437M
Cellectis S.A.,CLLS,2.1,1.95,0.15,0,-1.91,166654,99.721M
Stabilis Solutions Inc.,SLNG,5.32,5.1,0.22,0,-0.32,7300,94.029M
Bitfarms Ltd.,BITF,0.44,0.3969,0.04,8.15,0.054,2211428,82.644M
Capricor Therapeutics Inc.,CAPR,3.86,3.84,0.02,0,-0.88,68303,93.216M
Lakeland Industries Inc.,LAKE,13.3,13.23,0.07,3.09,4.31,30341,103.413M
PowerFleet Inc.,PWFL,2.69,2.6,0.09,0,-0.411,35996,96.714M
Nihon Falcom Corporation,3723.T,1265.0,1226.0,39.0,13.15,96.21,1700,13.004B
Talkspace Inc.,TALK,0.6103,0.601,0.01,0,-1.051,687435,92.954M
Pixelworks Inc.,PXLW,1.77,1.7,0.07,0,-0.652,554600,94.213M
TRX Gold Corporation,TRX,0.3383,0.34,-0.0,0,-0.051,426418,86.223M
TeraWulf Inc.,WULF,0.6656,0.6367,0.03,0,0,502732,66.544M
Ideanomics Inc.,IDEX,0.164,0.162,0.0,0,-0.461,8368941,81.62M
Vince Holding Corp.,VNCE,7.83,7.75,0.08,0,-5.58,9254,93.638M
Sport Lisboa e Benfica - Futebol SAD,SLBEN.LS,3.93,3.99,-0.06,0,-2.357,4637,90.39M
Gala Incorporated,4777.T,515.0,511.0,4.0,0,-18.0,393000,9.816B
Oncolytics Biotech Inc.,ONCY,1.63,1.62,0.01,0,-0.456,272155,89.694M
KORE Group Holdings Inc.,KORE,1.26,1.42,-0.16,0,-158.002,232855,90.707M
BuzzFeed Inc.,BZFD,0.6896,0.713,-0.02,4.18,0.165,132229,91.813M
CI Games S.A.,CI7.F,0.491,0.54,-0.05,0,0,185,95.199M
Mynaric AG,MYNA,4.2393,4.11,0.13,0,-2.1095,4951,90.701M
REE Automotive Ltd.,REE,0.3887,0.35,0.04,0,-2.278,819045,121.796M
PEDEVCO Corp.,PED,1.1,1.13,-0.03,0,-0.453,205372,92.631M
Westwood Holdings Group Inc.,WHG,11.13,10.88,0.25,0,-0.76,34119,92.466M
Advent Technologies Holdings Inc.,ADN,1.81,1.79,0.02,0,-0.258,361572,92.769M
Bakkt Holdings Inc.,BKKT,1.19,1.21,-0.02,0,-0.138,1390902,68.026M
U.S. Xpress Enterprises Inc.,USX,1.81,1.51,0.3,3.12,0.58,281015,91.38M
Apex Frozen Foods Limited,APEX.NS,246.25,247.15,-0.9,17.07,14.42,88662,7.695B
MacroWell OMG Digital Entertainment Co. Ltd.,3687.TWO,94.5,92.8,1.7,63.42,1.49,1780271,2.841B
Kronos Bio Inc.,KRON,1.62,1.49,0.13,0,-2.31,217146,91.283M
Sono Group N.V.,SEV,0.9848,0.9,0.08,0,-2.453,861180,70.982M
Barnes & Noble Education Inc.,BNED,1.75,1.53,0.22,0,-2.612,585874,90.988M
Sino-Entertainment Technology Holdings Limited,6933.HK,1.75,1.72,0.03,0,0,46000,700M
NeoVolta Inc.,NEOV,2.79,2.76,0.03,0,-0.427,7735,N/A
Hour Loop Inc.,HOUR,2.61,2.74,-0.13,17.88,0.146,6852,N/A
Bliss GVS Pharma Limited,BLISSGVS.NS,72.4,72.45,-0.05,10.68,6.78,52636,7.506B
Park City Group Inc.,PCYG,4.95,5.05,-0.1,41.25,0.12,60096,96.025M
Inseego Corp.,INSG,0.8425,0.819,0.02,0,-1.187,844788,88.569M
Ellington Residential Mortgage REIT,EARN,6.86,6.95,-0.09,2.29,3.0,117944,88.737M
American Resources Corporation,AREC,1.32,1.22,0.1,0,-0.349,354734,81.485M
Seanergy Maritime Holdings Corp.,SHIP,0.4955,0.5125,-0.02,0,-0.55,1683621,85.767M
Farmer Bros. Co.,FARM,4.61,4.62,-0.01,0,-4.262,37664,83.354M
Reading International Inc.,RDI,2.77,2.78,-0.01,0,-3.0,62195,79.118M
Modiv Inc.,MDV,12.0,12.06,-0.06,0,0,11586,N/A
Rigetti Computing Inc.,RGTI,0.7292,0.7183,0.01,0,0,657732,N/A
Spero Therapeutics Inc.,SPRO,1.73,1.71,0.02,0,-3.521,253883,55.92M
Red Robin Gourmet Burgers Inc.,RRGB,5.58,5.6,-0.02,0,-19.29,162699,87.696M
CBAK Energy Technology Inc.,CBAT,0.99,0.9811,0.01,0,-0.126,224385,87.818M
Air Asia Co. Ltd.,2630.TW,16.7,16.7,0.0,54.93,0.3,26809,2.511B
Akili Inc.,AKLI,1.12,1.03,0.09,0,0,134858,N/A
CROOZ Inc.,2138.T,1049.0,1035.0,14.0,10.32,101.63,534600,11.668B
Fluent Inc.,FLNT,1.09,1.1,-0.01,38.93,0.028,125458,86.05M
Flotek Industries Inc.,FTK,1.12,1.16,-0.04,0,-1.997,164996,89.172M
Sarcos Technology and Robotics Corporation,STRC,0.5613,0.5778,-0.02,0,-4.128,477123,80.181M
Don't Nod Entertainment S.A.,ALDNE.PA,9.62,9.52,0.1,106.89,0.09,475,80.817M
