Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Carpenter Technology Corporation,CRS,36.94,37.33,-0.39,0,-6.02,174526,1.78B
Warrior Met Coal Inc.,HCC,34.64,34.41,0.23,0,-0.7,415878,1.781B
Golden Ocean Group Limited,GOGL,8.69,8.82,-0.13,0,-0.96,1203450,1.742B
Altus Group Limited,AIF.TO,54.04,54.61,-0.57,102.93,0.52,39822,2.379B
AJ Bell plc,AJB.L,358.2,364.4,-6.2,37.71,9.5,72315,1.472B
Burford Capital Limited,BUR,8.15,8.06,0.09,0,-0.22,200743,1.785B
National Aluminium Company Limited,NATIONALUM.NS,80.4,79.05,1.35,32.12,2.5,24699544,147.665B
Rocket Lab USA Inc.,RKLB,3.77,3.69,0.08,0,-2.836,2692128,1.694B
Dada Nexus Limited,DADA,6.97,7.12,-0.15,0,-1.78,1310692,1.631B
Breville Group Limited,BRG.AX,18.35,18.12,0.23,30.63,0.6,132091,2.557B
Safehold Inc.,SAFE,28.62,29.27,-0.65,25.26,1.13,400870,1.619B
Hello Group Inc.,MOMO,8.98,9.1,-0.12,6.02,1.49,1542440,1.851B
Pampa Energía S.A.,PAM,31.94,31.14,0.8,0,-5.82,88296,1.778B
Kenon Holdings Ltd.,KEN,33.0,32.97,0.03,3.51,9.41,12204,1.778B
United States Cellular Corporation,USM,20.85,20.87,-0.02,7.96,2.62,257432,1.797B
Northwest Bancshares Inc.,NWBI,13.98,14.01,-0.03,16.35,0.86,535653,1.769B
E2open Parent Holdings Inc.,ETWO,5.87,5.88,-0.01,8.81,0.67,741232,1.761B
Helios Technologies Inc.,HLIO,54.44,55.5,-1.06,20.27,2.69,69279,1.764B
RWS Holdings plc,RWS.L,375.6,377.0,-1.4,22.22,16.9,141223,1.463B
Pacira BioSciences Inc.,PCRX,38.61,38.97,-0.36,11.61,3.33,431217,1.72B
Sacyr S.A.,SCYR.MC,2.6,2.636,-0.04,41.94,0.062,1331342,1.593B
JYP Entertainment Corporation,035900.KQ,67800.0,66900.0,900.0,0,0,361662,2.244T
Exclusive Networks SA,EXN.PA,18.08,18.38,-0.3,0,-0.08,14368,1.654B
Aavas Financiers Limited,AAVAS.NS,1845.85,1854.9,-9.05,55.89,33.03,79428,145.765B
Bloomin' Brands Inc.,BLMN,20.12,20.43,-0.31,0,-0.63,1249539,1.796B
Peyto Exploration & Development Corp.,PEY.TO,13.87,13.75,0.12,0,-0.22,501406,2.317B
NuStar Energy L.P.,NS,16.0,16.12,-0.12,0,-3.15,553070,1.753B
Freehold Royalties Ltd.,FRU.TO,15.83,15.74,0.09,0,-0.12,198371,2.384B
Colbún S.A.,COLBUN.SN,87.3,86.3,1.0,9700.0,0.01,9844081,1.531T
Pebblebrook Hotel Trust,PEB,13.39,13.28,0.11,0,-4.49,1887373,1.759B
Aktieselskabet Schouw & Co.,SCHO.CO,524.0,525.0,-1.0,13.79,38.0,10111,12.565B
Arcos Dorados Holdings Inc.,ARCO,8.36,8.35,0.01,0,-0.73,348223,1.76B
Hanmi Science Co. Ltd.,008930.KS,32450.0,33650.0,-1200.0,0,0,82194,2.183T
Oceaneering International Inc.,OII,17.49,17.45,0.04,0,-1.39,847237,1.745B
Shake Shack Inc.,SHAK,41.53,41.6,-0.07,0,-1.14,671997,1.625B
Almirall S.A.,ALM.MC,9.04,9.05,-0.01,21.32,0.42,295635,1.624B
DigitalBridge Group Inc.,DBRG,10.94,11.13,-0.19,0,-1.06,1450771,6.208B
NMI Holdings Inc.,NMIH,20.9,21.04,-0.14,10.34,2.02,228350,1.792B
Telenet Group Holding NV,TNET.BR,15.25,15.29,-0.04,5.58,2.73,65051,1.736B
FLEX LNG Ltd.,FLNG,32.69,33.22,-0.53,14.78,2.21,469718,1.737B
Babcock International Group PLC,BAB.L,282.2,289.4,-7.2,0,-53.9,199696,1.427B
Coursera Inc.,COUR,11.83,11.76,0.07,0,-1.41,678944,1.663B
Syndax Pharmaceuticals Inc.,SNDX,25.45,24.76,0.69,0,-1.87,878449,1.374B
Voltalia SA,VLTSA.PA,17.06,17.24,-0.18,205.54,0.08,13755,1.625B
Genesis Energy Limited,GNE.NZ,2.58,2.62,-0.04,30.0,0.086,85838,2.692B
Krispy Kreme Inc.,DNUT,10.32,10.39,-0.07,0,-0.39,645497,1.726B
Urban Edge Properties,UE,14.09,14.14,-0.05,25.53,0.55,603469,1.65B
RLJ Lodging Trust,RLJ,10.59,10.48,0.11,0,-2.61,1015558,1.764B
Basic-Fit N.V.,BFIT.AS,24.48,24.28,0.2,0,-2.17,144038,1.616B
MONETA Money Bank a.s.,MM0.F,3.09,3.045,0.04,8.44,0.366,850,1.582B
Toyo Tire Corporation,5105.T,1497.0,1492.0,5.0,19.73,75.89,1210700,230.438B
DiamondRock Hospitality Company,DRH,8.19,8.13,0.06,0,-1.97,1135342,1.725B
Hercules Capital Inc.,HTGC,13.22,13.3,-0.08,4.72,2.8,573877,1.532B
Usinas Siderúrgicas de Minas Gerais S.A.,USIM5.SA,7.16,7.16,0.0,4.23,1.69,12899100,8.521B
Energix - Renewable Energies Ltd,ENRG.TA,1108.0,1112.0,-4.0,6839.51,0.16,1256291,540.864B
PT Bukalapak.com Tbk.,BUKA.JK,262.0,270.0,-8.0,0,-14.09,106566500,27.002T
TG Therapeutics Inc.,TGTX,11.83,10.4,1.43,0,-2.42,23063593,1.691B
LOTTE Corporation,004990.KS,30800.0,32150.0,-1350.0,0,0,182963,2.181T
The Hongkong and Shanghai Hotels Limited,0045.HK,8.12,8.07,0.05,27.07,0.3,422500,13.39B
Formosa Sumco Technology Corporation,3532.TW,136.0,137.5,-1.5,40.36,3.37,1628381,52.747B
Shaftesbury PLC,SHB.L,368.0,369.8,-1.8,0,-227.6,180388,1.414B
FormFactor Inc.,FORM,22.23,22.29,-0.06,21.38,1.04,291593,1.739B
Dave & Buster's Entertainment Inc.,PLAY,35.44,35.07,0.37,0,-4.75,907565,1.716B
The Liberty Braves Group,BATRK,32.23,32.35,-0.12,0,-1.53,221473,1.692B
Tokai Carbon Co. Ltd.,5301.T,1073.0,1073.0,0.0,224.48,4.78,1073100,228.734B
ArcBest Corporation,ARCB,70.04,71.1,-1.06,26.04,2.69,198976,1.791B
Sanoma Oyj,SANOMA.HE,9.82,9.8,0.02,0,0,61330,N/A
Ryman Healthcare Limited,RYM.NZ,5.34,5.41,-0.07,9.24,0.58,156224,2.67B
Hexaware Technologies Limited,HEXAWARE.NS,470.8,470.8,0.0,22.98,0,268017,141.381B
Redington Limited,REDINGTON.NS,180.8,181.55,-0.75,12.27,14.73,1395720,141.277B
ProKidney Corp.,PROK,6.86,7.05,-0.19,0,0,60593,N/A
Constellium SE,CSTM,11.83,11.87,-0.04,24.59,0.48,401715,1.676B
Phreesia Inc.,PHR,32.36,33.28,-0.92,0,-0.69,364165,1.658B
Fortress Transportation and Infrastructure Investors LLC,FTAI,17.12,17.14,-0.02,0,-1.59,615445,1.698B
SHINSEGAE Inc.,004170.KS,220000.0,229000.0,-9000.0,0,0,98107,2.164T
BRF S.A.,BRFS,1.58,1.6,-0.02,5.03,0.314,1053727,1.275B
Fairfax India Holdings Corporation,FIH-U.TO,12.28,12.25,0.03,3.98,3.09,30138,1.745B
Veracyte Inc.,VCYT,23.73,24.09,-0.36,0,-0.66,536966,1.686B
PT Bank Danamon Indonesia Tbk,BDMN.JK,2730.0,2730.0,0.0,26.48,103.1,996100,26.682T
TriCo Bancshares,TCBK,50.99,50.99,0.0,18.47,2.76,58575,1.515B
AssetMark Financial Holdings Inc.,AMK,23.0,23.07,-0.07,469.39,0.05,61248,1.692B
IMMOFINANZ AG,IMO1.F,11.42,11.46,-0.04,0,-1.5,1161,1.408B
NorthWest Healthcare Properties Real Estate Investment Trust,NWH-UN.TO,9.5,9.46,0.04,7.13,1.33,206568,2.07B
DCM Shriram Limited,DCMSHRIRAM.NS,898.9,861.4,37.5,20.82,43.17,48676,140.176B
FB Financial Corporation,FBK,36.14,36.49,-0.35,13.16,2.75,104282,1.724B
Frontdoor Inc.,FTDR,20.8,20.82,-0.02,15.88,1.31,1061825,1.761B
Alamo Group Inc.,ALG,141.6,143.28,-1.68,29.62,4.78,46918,1.688B
World Fuel Services Corporation,INT,27.33,27.37,-0.04,19.89,1.37,191679,1.775B
eXp World Holdings Inc.,EXPI,11.08,11.12,-0.04,52.76,0.21,1236839,1.635B
Hutchison Port Holdings Trust,NS8U.SI,0.194,0.197,-0.0,12.12,0.016,5354500,1.69B
Victrex plc,VCT.L,1597.0,1599.0,-2.0,25.55,62.5,75970,1.389B
Bajaj Electricals Limited,BAJAJELEC.NS,1214.4,1214.15,0.25,111.95,10.85,136771,139.43B
Zeta Global Holdings Corp.,ZETA,8.17,8.13,0.04,0,-3.3,433557,1.613B
Galaxy Digital Holdings Ltd.,7LX.F,0,2.371,-2.37,2.51,1.062,765,261.851M
StorageVault Canada Inc.,SVI.TO,6.02,6.01,0.01,0,0,147362,N/A
GlobalData Plc,DATA.L,1175.0,1175.0,0.0,64.92,18.1,242,1.391B
Compass Minerals International Inc.,CMP,41.0,41.11,-0.11,23.91,1.72,215470,1.396B
Nuvalent Inc.,NUVL,29.78,29.9,-0.12,0,-3.42,123372,1.438B
Salzgitter AG,SZG.F,29.08,29.26,-0.18,0,-5.13,250,1.573B
Mueller Water Products Inc.,MWA,10.76,10.85,-0.09,22.51,0.48,632814,1.688B
Canadian Western Bank,CWB.TO,24.06,24.02,0.04,8.18,2.94,159671,2.151B
Forbo Holding AG,FORN.SW,1088.0,1106.0,-18.0,16.34,66.6,678,1.718B
Superior Plus Corp.,SPB.TO,11.23,11.31,-0.08,26.3,0.43,295580,1.976B
KIOCL Limited,KIOCL.NS,228.2,222.15,6.05,106.19,2.15,129449,138.689B
Chinook Therapeutics Inc.,KDNY,26.2,25.9,0.3,0,-3.75,307004,1.431B
Redefine Properties Limited,RDF.JO,423.0,421.0,2.0,0,-3.06,10094240,2.298T
Santam Ltd,SNT.JO,25645.0,25400.0,245.0,5244.38,4.89,4896,2.829T
Northwest Natural Holding Company,NWN,47.59,48.27,-0.68,18.94,2.51,169418,1.462B
Tenneco Inc.,TEN,19.99,19.99,0.0,0,-18.69,4110856,1.641B
CarGurus Inc.,CARG,14.01,13.9,0.11,20.6,0.68,1064541,1.649B
Tabcorp Holdings Limited,TAH.AX,1.075,1.07,0.0,0,-0.424,1972254,2.393B
Pets at Home Group Plc,PETS.L,283.6,284.2,-0.6,19.97,14.2,280572,1.418B
Rumble Inc.,RUM,5.95,6.25,-0.3,0,0,1559814,N/A
Ratnamani Metals & Tubes Limited,RATNAMANI.NS,1956.05,1931.6,24.45,39.06,50.08,10608,91.457B
XPEL Inc.,XPEL,60.06,60.76,-0.7,52.73,1.14,92815,1.658B
Resolute Forest Products Inc.,RFP,21.59,21.6,-0.01,18.68,1.16,301548,1.677B
Americanas S.A.,AMER3.SA,9.65,9.72,-0.07,91.9,0.1,37201700,8.724B
Liberty Latin America Ltd.,LILA,7.53,7.53,0.0,0,-3.51,244506,1.719B
Piramal Pharma Limited,PPLPHARMA.NS,114.65,116.55,-1.9,0,0,2211852,N/A
Air New Zealand Limited,ANZFF,0.4913,0.4798,0.01,0,-0.4,1709,1.128B
Exchange Income Corporation,EIF.TO,52.63,52.25,0.38,67.47,0.78,50411,2.007B
TaskUs Inc.,TASK,16.9,16.9,0.0,0,-0.69,258897,1.644B
H&E Equipment Services Inc.,HEES,45.4,46.11,-0.71,200.0,0.23,269567,1.641B
Melco International Development Limited,0200.HK,8.46,8.38,0.08,18.39,0.46,3392999,12.827B
Great Eagle Holdings Limited,0041.HK,17.16,17.16,0.0,0,-0.48,136325,12.545B
Budimex SA,BDX.WA,284.0,281.5,2.5,15.39,18.45,3124,7.251B
Tilray Brands Inc.,TLRY,2.69,2.68,0.01,0,-1.639,12088041,1.277B
Peab AB (publ),PEAB-B.ST,59.1,59.6,-0.5,5.48,10.79,253910,17.432B
Veritiv Corporation,VRTV,121.71,122.12,-0.41,58.51,2.08,144983,1.776B
Rhythm Pharmaceuticals Inc.,RYTM,29.12,29.94,-0.82,0,-3.04,803726,N/A
Sappi Limited,SAP.JO,4924.0,4950.0,-26.0,0,-4.67,789440,2.765T
Toda Corporation,1860.T,710.0,710.0,0.0,11.86,59.85,320500,217.713B
Radico Khaitan Limited,RADICO.NS,1012.4,984.15,28.25,57.19,17.7,482724,135.332B
Sanofi India Limited,SANOFI.NS,5853.05,5916.65,-63.6,25.05,233.65,9789,134.857B
Biotest Aktiengesellschaft,BIO.F,42.8,42.6,0.2,0,-0.8,100,1.616B
MicroStrategy Incorporated,MSTR,141.57,136.63,4.94,0,-12.31,703392,1.588B
Revolve Group Inc.,RVLV,22.26,22.37,-0.11,18.14,1.23,531912,1.623B
Seadrill Limited,SDRL,32.64,32.5,0.14,0,0,258173,N/A
Vtech Holdings Limited,0303.HK,50.3,50.35,-0.05,8.57,5.871,154559,12.695B
The Cheesecake Factory Incorporated,CAKE,31.71,31.79,-0.08,0,-3.24,522990,1.654B
Nongshim Co. Ltd.,004370.KS,357000.0,357000.0,0.0,0,0,16485,2.064T
Parex Resources Inc.,PXT.TO,20.15,19.92,0.23,23.11,0.87,245845,2.429B
SJVN Limited,SJVN.NS,34.25,34.35,-0.1,9.48,3.61,4895847,134.596B
TKH Group N.V.,TWEKA.AS,37.16,37.62,-0.46,32.63,1.14,41780,1.525B
Nagarro SE,NA9.DE,110.6,112.4,-1.8,0.41,272.83,17236,1.637B
SpringWorks Therapeutics Inc.,SWTX,26.01,24.38,1.63,0,-2.21,892271,1.281B
Top Glove Corporation Bhd.,BVA.SI,0.27,0.275,-0.01,1.0,0.271,3454500,2.162B
Fortune Real Estate Investment Trust,0778.HK,6.34,6.35,-0.01,8.31,0.763,1472288,12.49B
First National Financial Corporation,FN.TO,36.42,36.04,0.38,9.01,4.04,18949,2.184B
Loma Negra Compañía Industrial Argentina Sociedad Anónima,LOMA,6.85,6.78,0.07,6.74,1.02,113281,1.638B
City Union Bank Limited,CUB.NS,180.4,178.2,2.2,34.71,5.2,2786455,133.382B
Lenzing Aktiengesellschaft,LEN.F,55.6,53.9,1.7,235.59,0.24,55,1.516B
Secure Energy Services Inc.,SES.TO,7.03,6.94,0.09,0,-0.4,365663,2.166B
Adtalem Global Education Inc.,ATGE,35.5,35.58,-0.08,0,-3.62,276908,1.767B
Cannae Holdings Inc.,CNNE,20.65,20.51,0.14,0.99,20.79,434823,1.836B
Winnebago Industries Inc.,WGO,52.7,52.94,-0.24,11.37,4.63,347329,1.757B
Provident Financial Services Inc.,PFS,21.36,21.44,-0.08,11.92,1.79,231733,1.653B
Télévision Française 1 Société anonyme,TFI.PA,7.16,7.23,-0.07,23.16,0.31,90954,1.506B
Marten Transport Ltd.,MRTN,19.78,19.78,0.0,22.22,0.89,151760,1.641B
Elgi Equipments Limited,ELGIEQUIP.NS,419.5,431.35,-11.85,220.67,1.9,381893,132.692B
Addus HomeCare Corporation,ADUS,99.49,100.03,-0.54,47.6,2.09,78758,1.585B
Daewoo Shipbuilding & Marine Engineering Co. Ltd.,042660.KS,18950.0,19250.0,-300.0,0,0,275395,2.033T
Methode Electronics Inc.,MEI,44.37,44.82,-0.45,13.95,3.18,121195,1.654B
Duck Creek Technologies Inc.,DCT,12.05,11.7,0.35,0,-0.22,701900,1.616B
Quilter plc,QLT.L,92.92,93.1,-0.18,18.96,4.9,534150,1.539B
Trainline Plc,TRN.L,274.6,273.6,1.0,0,-6.4,145156,1.32B
Establishment Labs Holdings Inc.,ESTA,65.65,64.88,0.77,0,-1.63,120615,1.576B
InvenTrust Properties Corp.,IVT,23.67,23.57,0.1,254.52,0.09,236554,1.687B
Computer Services Inc.,CSVI,57.98,57.98,0.0,28.06,2.07,5123,1.592B
BTRS Holdings Inc.,BTRS,9.49,9.49,0.0,0,-1.28,1,1.55B
Labrador Iron Ore Royalty Corporation,LIF.TO,33.58,34.64,-1.06,9.46,3.55,119554,2.149B
Veris Residential Inc.,VRE,15.93,15.95,-0.02,0,-0.4,348530,1.449B
Century Communities Inc.,CCS,50.01,50.28,-0.27,5.99,8.35,158795,1.688B
The Bancorp Inc.,TBBK,28.38,28.73,-0.35,17.86,1.59,324344,1.617B
Westamerica Bancorporation,WABC,59.01,59.09,-0.08,19.03,3.1,85373,1.585B
Zhejiang Jinke Tom Culture Industry Co. LTD.,300459.SZ,3.15,3.11,0.04,15.75,0.2,54766447,11.075B
MillerKnoll Inc.,MLKN,21.01,21.08,-0.07,0,-0.25,523699,1.592B
IndiaMART InterMESH Limited,INDIAMART.NS,4319.5,4278.1,41.4,45.67,94.58,37193,131.071B
Getnet Adquirencia e Servicos para Meios de Pagamento S.A. - Instituicão de Pagamento,GET,1.7,1.7636,-0.06,25.76,0.066,2556,1.587B
Montauk Renewables Inc.,MNTK,11.03,10.94,0.09,0,-0.05,393089,1.555B
Day One Biopharmaceuticals Inc.,DAWN,21.52,21.23,0.29,0,-8.85,286458,1.333B
Getty Realty Corp.,GTY,33.85,34.16,-0.31,19.74,1.72,252178,1.535B
National Bank Holdings Corporation,NBHC,42.07,42.41,-0.34,13.09,3.21,100202,1.275B
Sandstorm Gold Ltd.,SAND,5.26,5.24,0.02,35.07,0.15,1330298,1.007B
Mahindra CIE Automotive Limited,MAHINDCIE.NS,344.1,338.65,5.45,241.81,1.42,1422218,130.459B
FILA Holdings Corporation,081660.KS,33250.0,33550.0,-300.0,0,0,157179,1.998T
EQB Inc.,EQB.TO,56.73,57.12,-0.39,4.38,12.95,34252,1.933B
Sandy Spring Bancorp Inc.,SASR,35.23,35.78,-0.55,10.35,3.4,110945,1.607B
EVRAZ plc,EVZ.F,1.01,1.01,0.0,2.1,0.482,216536,1.473B
IDFC Limited,IDFC.NS,81.3,78.55,2.75,0,-3.87,8172200,129.791B
Intapp Inc.,INTA,24.94,24.78,0.16,0,-2.01,47339,1.521B
Criteo S.A.,CRTO,26.06,25.98,0.08,22.47,1.16,252480,1.582B
Happiest Minds Technologies Limited,HAPPSTMNDS.NS,881.2,875.2,6.0,93.31,9.44,129657,129.417B
International Petroleum Corporation,IPCO.TO,15.4,15.63,-0.23,0,-0.61,151144,2.38B
JENUSA DE VALORES MOBILIARIOS SICAV S.A.,JEN.F,25.58,25.82,-0.24,35.04,0,100,1.466B
Xencor Inc.,XNCR,26.04,25.42,0.62,0,-1.21,381669,1.523B
Chambal Fertilisers and Chemicals Limited,CHAMBLFERT.NS,310.2,304.35,5.85,9.19,33.75,2295520,129.108B
Warby Parker Inc.,WRBY,13.49,13.75,-0.26,0,-2.06,435371,1.527B
Talos Energy Inc.,TALO,18.88,18.9,-0.02,0,-6.88,524017,1.546B
Custom Truck One Source Inc.,CTOS,6.32,6.31,0.01,0,-1.26,299021,1.563B
