Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Jabal Omar Development Company,4250.SR,16.52,16.24,0.28,0,-1.44,1272831,15.354B
GXO Logistics Inc.,GXO,42.69,43.63,-0.94,39.17,1.09,481128,4.894B
Colgate-Palmolive India) Limited,COLPAL.NS,1536.3,1545.2,-8.9,45.17,34.01,180384,417.909B
SEEK Limited,SEK.AX,20.95,20.73,0.22,0,-0.34,467810,7.415B
Nippon Express HoldingsInc.,9147.T,7540.0,7570.0,-30.0,10.87,693.4,164400,723.84B
Keyera Corp.,KEY.TO,29.59,29.51,0.08,105.68,0.28,321428,6.54B
Exponent Inc.,EXPO,99.09,100.56,-1.47,60.42,1.64,97326,5.164B
LHC Group Inc.,LHCG,161.69,161.51,0.18,45.42,3.56,264298,5.121B
Intra-Cellular Therapies Inc.,ITCI,52.92,53.54,-0.62,0,-3.23,388630,4.311B
Georg Fischer AG,GF.SW,56.6,57.45,-0.85,0,0,82043,N/A
TopBuild Corp.,BLD,156.49,158.41,-1.92,21.09,7.42,129149,5.152B
Ibiden Co.Ltd.,4062.T,4785.0,4695.0,90.0,26.01,183.94,1226200,667.986B
CG Power and Industrial Solutions Limited,CGPOWER.NS,270.3,266.7,3.6,0,-13.76,919133,365.402B
Tomra Systems ASA,TOM.OL,165.6,166.36,-0.76,26.8,6.18,194268,24.464B
Lotte Chemical Corporation,011170.KS,178500.0,184500.0,-6000.0,0,0,79150,6.118T
Balkrishna Industries Limited,BALKRISIND.NS,2131.25,2100.1,31.15,38.78,54.95,271525,412.007B
Gruma S.A.B. de C.V.,GRUMAB.MX,260.74,266.56,-5.82,17.08,15.27,285926,99.368B
Sendas Distribuidora S.A.,ASAI,18.31,18.31,0.0,8.78,2.09,132407,4.932B
McDonald's Holdings Company Japan) Ltd.,2702.T,4995.0,5010.0,-15.0,32.9,151.82,725700,664.13B
carsales.com Ltd,CAR.AX,20.76,20.59,0.17,46.86,0.44,350415,5.867B
Wärtsilä Oyj Abp,WRT1V.HE,7.87,7.95,-0.08,36.43,0.22,763625,4.642B
Hexcel Corporation,HXL,58.85,58.66,0.19,0,-0.29,279332,4.937B
Dongfeng Motor Group Company Limited,0489.HK,4.48,4.44,0.04,2.69,1.668,4794420,38.6B
FS KKR Capital Corp.,FSK,17.5,17.52,-0.02,0,-3.26,1933507,4.987B
Bharat Forge Limited,BHARATFORG.NS,879.85,878.0,1.85,0,-8.74,599454,409.648B
Leonardo S.p.a.,LDO.MI,8.06,8.18,-0.12,19.24,0.42,1109178,4.636B
Valmet Oyj,VALMT.HE,25.16,25.5,-0.34,14.63,1.72,195593,3.761B
Portland General Electric Company,POR,49.0,49.9,-0.9,26.05,1.88,521591,4.381B
DKSH Holding AG,DKSH.SW,70.2,71.3,-1.1,29.13,2.41,36380,4.566B
Noble Corporation Plc,NE,37.71,37.8,-0.09,0,-20.28,996381,2.266B
Rayonier Inc.,RYN,32.96,33.42,-0.46,119.85,0.28,396513,4.718B
Civitas Resources Inc.,CIVI,57.93,57.43,0.5,19.97,2.9,476684,4.893B
Cerevel Therapeutics Holdings Inc.,CERE,31.54,31.65,-0.11,0,-2.01,543424,4.644B
Fluor Corporation,FLR,34.66,34.95,-0.29,0,-3.1,657717,4.901B
Elastic N.V.,ESTC,51.5,51.62,-0.12,0,-1.38,667765,4.77B
Hagerty Inc.,HGTY,8.41,8.32,0.09,0,0,98580,2.804B
Hargreaves Lansdown plc,HL.L,856.2,858.8,-2.6,12.46,68.7,345892,4.061B
Gildan Activewear Inc.,GIL,27.4,27.21,0.19,0,-1.14,701002,5.313B
Yageo Corporation,2327.TW,451.0,455.5,-4.5,16.47,27.39,1339860,221.855B
HomeServe plc,HSV.L,1197.0,1197.0,0.0,42.0,28.5,239240,4.027B
First Financial Bankshares Inc.,FFIN,34.4,34.55,-0.15,22.05,1.56,359726,4.901B
Chart Industries Inc.,GTLS,115.23,113.18,2.05,13.33,8.65,650634,4.193B
EVA Airways Corp.,2618.TW,28.15,28.15,0.0,0,-0.69,16214897,144.65B
Eagle Materials Inc.,EXP,132.85,133.97,-1.12,16.01,8.3,121799,5.404B
UFP Industries Inc.,UFPI,79.25,79.78,-0.53,15.69,5.05,171751,4.905B
X5 Retail Group N.V.,FIVE.ME,1147.5,1149.5,-2.0,9.74,117.78,204077,311.609B
AltaGas Ltd.,ALA.TO,23.38,23.64,-0.26,18.25,1.28,241010,6.55B
Watts Water Technologies Inc.,WTS,146.23,149.08,-2.85,43.52,3.36,67060,4.917B
Coherent Corp.,COHR,35.1,34.58,0.52,0,0,1132824,N/A
Applied Industrial Technologies Inc.,AIT,126.03,126.92,-0.89,43.03,2.93,103268,4.847B
Whitecap Resources Inc.,WCP.TO,10.74,10.51,0.23,16.35,0.66,2352232,6.818B
Ormat Technologies Inc.,ORA,86.48,87.65,-1.17,52.41,1.65,225378,4.843B
Novanta Inc.,NOVT,135.87,138.11,-2.24,108.7,1.25,68808,4.837B
Haci Ömer Sabanci Holding A.S.,SAHOL.IS,45.08,44.04,1.04,19.29,2.34,71248839,91.896B
Hyundai Glovis Co. Ltd.,086280.KS,163500.0,169000.0,-5500.0,0,0,55281,6.131T
Mercury NZ Limited,MCY.AX,5.14,5.3,-0.16,29.71,0.17,6372,7.03B
Evoqua Water Technologies Corp.,AQUA,39.6,40.41,-0.81,72.0,0.55,631335,4.775B
NHPC Limited,NHPC.NS,39.75,39.5,0.25,13.42,2.96,8865417,399.929B
Popular Inc.,BPOP,66.32,65.27,1.05,7.62,8.7,674997,5.296B
The Wendy's Company,WEN,22.63,22.78,-0.15,43.52,0.52,1231170,4.993B
National Instruments Corporation,NATI,36.9,37.05,-0.15,326.55,0.11,565753,4.866B
LEG Immobilien SE,LEG.DE,60.86,61.9,-1.04,3.26,18.67,43524,4.644B
The Hanover Insurance Group Inc.,THG,135.13,136.58,-1.45,10.38,13.02,94360,4.8B
Tobu Railway Co. Ltd.,9001.T,3080.0,3100.0,-20.0,0,-119.67,327900,642.556B
Coca-Cola Consolidated Inc.,COKE,512.36,520.04,-7.68,28.0,18.3,30867,4.803B
Barratt Developments plc,BDEV.L,396.8,409.3,-12.5,10.05,39.5,2083059,4.057B
Toppan Inc.,7911.T,1954.0,1964.0,-10.0,7.78,251.08,673300,659.106B
Lynas Rare Earths Limited,LYI.F,4.935,4.907,0.03,352.5,0.014,3225,4.453B
Welcia Holdings Co. Ltd.,3141.T,3075.0,3040.0,35.0,22.93,134.1,392000,639.683B
Jarir Marketing Company,4190.SR,150.0,149.8,0.2,17.95,8.36,138324,18B
Parsons Corporation,PSN,46.25,45.93,0.32,47.68,0.97,183026,4.729B
New Jersey Resources Corporation,NJR,49.62,50.01,-0.39,23.94,2.07,344766,4.761B
Five9 Inc.,FIVN,67.86,67.77,0.09,0,-0.72,440828,4.618B
BE Semiconductor Industries N.V.,BESI.AS,56.56,57.04,-0.48,29.06,1.95,423247,4.369B
Astral Limited,ASTRAL.NS,1963.9,1965.2,-1.3,140.48,13.98,207251,394.587B
Koito Manufacturing Co. Ltd.,7276.T,1987.0,1982.0,5.0,8.49,233.93,659800,319.382B
Weibo Corporation,WB,19.12,19.19,-0.07,13.86,1.38,580029,4.485B
Discovery Limited,DSY.JO,12335.0,12293.0,42.0,0,-0.15,626585,8.102T
Nan Ya Printed Circuit Board Corporation,8046.TW,227.0,231.0,-4.0,40.04,5.67,5991120,146.68B
Falabella S.A.,FALABELLA.SN,1650.0,1668.8,-18.8,165.0,10.0,473605,4.139T
Powszechny Zaklad Ubezpieczen SA,7PZ.F,7.54,7.24,0.3,6.39,1.18,4000,4.315B
Stevanato Group S.p.A.,STVN,17.97,18.4,-0.43,32.03,0.56,380620,4.757B
Bezeq The Israel Telecommunication Corp. Ltd,BEZQ.TA,606.5,602.5,4.0,2105.9,0.29,8694618,1.677T
RioCan Real Estate Investment Trust,REI-UN.TO,21.13,21.04,0.09,0,-0.2,272796,6.714B
Voestalpine AG,VAS.F,24.74,24.74,0.0,0,-1.14,590,4.476B
Rabigh Refining and Petrochemical Company,2380.SR,10.68,10.76,-0.08,0,-1.53,3962894,9.356B
Flughafen Zürich AG,FHZN.SW,143.1,145.4,-2.3,0,-2.25,43183,4.393B
Core & Main Inc.,CNM,19.31,19.65,-0.34,60.53,0.32,410656,3.091B
Banco de Crédito e Inversiones,BCI.SN,24390.0,24390.0,0.0,10.91,2236.0,23060,3.802T
Brookfield Renewable Corporation,BEPC,27.54,27.81,-0.27,0,-1.93,937599,4.756B
Tower Semiconductor Ltd.,TSEM,43.2,43.24,-0.04,56.84,0.76,443931,4.687B
Lundin Mining Corporation,LUN.TO,8.31,8.45,-0.14,12.08,0.69,901235,6.108B
Dutch Bros Inc.,BROS,28.19,28.09,0.1,0,-12.26,779822,1.406B
Mazda Motor Corporation,7261.T,1005.0,997.0,8.0,0,-156.4,3310700,632.935B
TEGNA Inc.,TGNA,21.19,21.27,-0.08,9.68,2.19,940513,4.689B
Tata Elxsi Limited,TATAELXSI.NS,6285.9,6256.4,29.5,106.34,59.11,206215,391.463B
Johnson Matthey Plc,JMAT.L,2127.0,2103.0,24.0,40.28,52.8,174163,4.102B
Topdanmark A/S,TQ71.F,48.88,48.04,0.84,16.32,3.0,25,4.355B
Asia Cement Corporation,1102.TW,41.0,40.8,0.2,9.29,4.41,2296203,141.288B
Persimmon Plc,PSN.L,1217.0,1255.0,-38.0,6.1,199.6,315852,3.883B
Gübre Fabrikalari Türk Anonim Sirketi,GUBRF.IS,264.3,249.5,14.8,336.69,0.79,7836952,88.276B
Eurazeo SE,RF.PA,58.1,59.0,-0.9,0,-2.24,52781,4.425B
Bank OZK,OZK,40.06,40.33,-0.27,12.04,3.33,744756,5.156B
Telecom Italia S.p.A.,TIT.MI,0.2163,0.2248,-0.01,0.63,0.343,106564893,4.533B
Hitachi Construction Machinery Co. Ltd.,6305.T,2959.0,2965.0,-6.0,60.86,48.62,487100,629.237B
F.N.B. Corporation,FNB,13.05,13.07,-0.02,13.2,0.99,2067890,4.162B
Alight Inc.,ALIT,8.36,8.31,0.05,0,-168.54,1521172,3.863B
Fabrinet,FN,128.22,129.05,-0.83,36.02,3.56,84520,4.747B
Integra LifeSciences Holdings Corporation,IART,56.07,56.68,-0.61,28.13,1.99,299202,4.749B
Realtek Semiconductor Corp.,2379.TW,281.0,282.5,-1.5,16.6,16.93,1450635,143.502B
Euronet Worldwide Inc.,EEFT,94.38,96.6,-2.22,0,-0.27,212634,4.989B
Kite Realty Group Trust,KRG,21.05,21.02,0.03,210.5,0.1,945976,4.61B
SCSK Corporation,9719.T,0,2001.0,-2001.0,6.23,321.25,230700,624.648B
Odakyu Electric Railway Co. Ltd.,9007.T,1711.0,1714.0,-3.0,0,-109.6,645800,621.384B
Orica Limited,ORI.AX,15.06,15.04,0.02,35.52,0.42,432432,6.157B
Home Bancshares Inc. Conway AR),HOMB,22.79,23.05,-0.26,12.33,1.85,543049,3.734B
Polycab India Limited,POLYCAB.NS,2569.1,2568.7,0.4,47.2,54.43,127691,383.764B
Trex Company Inc.,TREX,42.33,42.71,-0.38,28.03,1.51,672924,4.873B
SPS Commerce Inc.,SPSC,128.43,129.53,-1.1,100.41,1.28,134781,4.619B
Cummins India Limited,CUMMINSIND.NS,1380.4,1397.35,-16.95,60.08,22.98,280354,382.647B
PT Barito Pacific Tbk,OB8.F,0.031,0.0305,0.0,0,0.0,1000,3.656B
The Chemours Company,CC,30.62,30.88,-0.26,23.81,1.29,743043,4.99B
Turkcell Iletisim Hizmetleri A.S.,TKC,4.79,4.62,0.17,6.43,0.745,850210,4.183B
Arrowhead Pharmaceuticals Inc.,ARWR,40.56,40.12,0.44,0,-1.0,788203,4.24B
The Saudi Investment Bank,1030.SR,17.34,17.18,0.16,13.58,1.28,537603,13.005B
Shift4 Payments Inc.,FOUR,55.93,56.46,-0.53,0,-0.97,968110,4.639B
IPG Photonics Corporation,IPGP,94.67,94.45,0.22,31.88,2.97,198185,5.047B
Informatica Inc.,INFA,16.29,15.96,0.33,0,-0.28,254099,4.532B
DLocal Limited,DLO,15.57,15.67,-0.1,71.1,0.22,707015,4.594B
PENN Entertainment Inc.,PENN,29.7,29.45,0.25,0,-5.0,1973991,5.035B
Koza Altin Isletmeleri A.S.,KOZAL.IS,565.0,550.0,15.0,41.46,13.63,6624196,86.162B
PowerSchool Holdings Inc.,PWSC,23.08,23.25,-0.17,0,-0.25,265149,4.579B
ERG S.p.A.,ERG.MI,28.96,29.66,-0.7,39.94,0.73,158186,4.311B
Stericycle Inc.,SRCL,49.89,50.03,-0.14,0,-0.13,238925,4.583B
SEB SA,SK.PA,78.25,80.5,-2.25,14.44,5.42,46658,4.312B
Türk Telekomünikasyon Anonim Sirketi,TTKOM.IS,24.56,23.22,1.34,27.05,0.91,195723887,85.96B
Perrigo Company plc,PRGO,34.09,34.17,-0.08,0,-1.2,1153118,4.56B
Sharp Corporation,6753.T,945.0,960.0,-15.0,65.86,14.35,1607600,577.959B
AXIS Capital Holdings Limited,AXS,54.17,53.85,0.32,30.57,1.77,766049,4.592B
Neoen S.A.,NEOEN.PA,37.61,38.0,-0.39,940.25,0.04,76831,4.019B
Schaeffler AG,SHA.F,6.39,6.35,0.04,0,-0.64,830,4.382B
Hawaiian Electric Industries Inc.,HE,41.85,42.24,-0.39,23.12,1.81,351930,4.575B
Fuchs Petrolub SE,FPE.F,27.8,27.7,0.1,17.56,1.58,92,4.385B
Hiscox Ltd,HSX.L,1089.5,1105.0,-15.5,0,-66.3,282836,3.775B
Black Hills Corporation,BKH,70.34,71.09,-0.75,19.28,3.65,324984,4.489B
Argo Investments Limited,ARG.AX,8.94,8.91,0.03,43.61,0.2,44701,6.5B
TAL Education Group,TAL,7.05,7.41,-0.36,0,-0.19,8561741,4.546B
MSC Industrial Direct Co. Inc.,MSM,81.7,82.02,-0.32,24.49,3.34,229936,4.558B
Driven Brands Holdings Inc.,DRVN,27.31,27.24,0.07,104.64,0.26,354839,4.571B
LATAM Airlines Group S.A.,LTMAQ,0.42,0.3662,0.05,0,-4.708,3371958,254.691M
iQIYI Inc.,IQ,5.3,5.28,0.02,0,-1.47,25577592,4.183B
Kilroy Realty Corporation,KRC,38.67,38.8,-0.13,6.98,5.54,370001,4.504B
R1 RCM Inc.,RCM,10.95,10.93,0.02,33.49,0.33,2861594,3.04B
Bandhan Bank Limited,BANDHANBNK.NS,234.2,236.0,-1.8,14.4,16.27,8281003,377.231B
Just Eat Takeaway.com N.V.,TKWY.AS,19.75,20.12,-0.37,0,-1.08,1186914,4.199B
Cencosud S.A.,CENCOSUD.SN,1395.0,1370.0,25.0,174.38,8.0,1216776,3.945T
Owl Rock Capital Corporation,ORCC,11.55,11.59,-0.04,7.16,1.61,3664370,4.588B
Japan Airport Terminal Co. Ltd.,9706.T,6530.0,6510.0,20.0,0,-364.75,155900,608.183B
Kingsoft Corporation Limited,3888.HK,26.1,25.4,0.7,0,-1.263,4330798,35.633B
International Game Technology PLC,IGT,22.68,22.63,0.05,0,-4.39,692456,4.654B
MRF Limited,MRF.NS,88535.45,87567.95,967.5,23.12,3828.99,6766,375.524B
Emmi AG,EMMN.SW,783.0,788.0,-5.0,22.23,35.22,1715,4.189B
Zhejiang Leapmotor Technology Co. Ltd.,9863.HK,30.2,27.5,2.7,0,0,404900,N/A
Royal Boskalis Westminster N.V.,BOKA.AS,32.82,32.82,0.0,0,-0.74,46527,4.244B
Wiwynn Corporation,6669.TW,797.0,801.0,-4.0,16.27,48.98,389178,139.348B
Atkore Inc.,ATKR,113.42,113.53,-0.11,19.15,5.92,262467,5.257B
Türkiye Vakiflar Bankasi Türk Anonim Ortakligi,VAKBN.IS,11.89,11.95,-0.06,6.26,1.9,122055658,46.438B
Wix.com Ltd.,WIX,76.83,75.71,1.12,0,-3.04,582470,4.376B
Silicon Laboratories Inc.,SLAB,135.67,135.99,-0.32,258.42,0.52,187641,5.452B
Ryman Hospitality Properties Inc.,RHP,81.78,81.55,0.23,0,-8.65,221695,4.503B
Aerojet Rocketdyne Holdings Inc.,AJRD,55.93,56.0,-0.07,36.99,1.51,618273,4.502B
Power Finance Corporation Limited,PFC.NS,141.15,138.4,2.75,4.01,35.21,5255724,372.647B
Tikehau Capital,TKO.PA,24.25,24.4,-0.15,0,-1.51,32639,4.179B
Cadence Bank,CADE,24.66,24.8,-0.14,10.39,2.37,622680,4.748B
Mphasis Limited,MPHASIS.NS,1972.8,1931.6,41.2,29.65,66.53,652213,372.611B
PT Vale Indonesia Tbk,INCO.JK,7100.0,7175.0,-75.0,788888.94,0.01,2344700,70.548T
Italgas S.p.A.,IG.MI,5.19,5.3,-0.11,10.97,0.47,1024402,4.203B
Sembcorp Industries Ltd,U96.SI,3.38,3.37,0.01,0,-0.563,1529500,6.017B
Calix Inc.,CALX,68.43,68.66,-0.23,72.41,0.94,254914,4.363B
Jollibee Foods Corporation,JBFCF,4.0,4.25,-0.25,0,-0.217,16201,4.575B
PVH Corp.,PVH,70.59,70.87,-0.28,0,-15.96,886022,4.94B
Remgro Limited,REM.JO,13303.0,13458.0,-155.0,2106.91,6.31,383131,6.997T
Madison Square Garden Sports Corp.,MSGS,183.33,181.48,1.85,0,-0.08,173610,4.44B
Mapletree Industrial Trust,ME8U.SI,2.22,2.21,0.01,31.27,0.071,2189000,5.906B
Honeywell Automation India Limited,HONAUT.NS,41701.95,41029.35,672.6,78.92,528.38,6360,371.135B
Maximus Inc.,MMS,73.33,73.34,-0.01,20.92,3.51,204449,4.543B
Algonquin Power & Utilities Corp.,AQN,6.52,6.57,-0.05,4.76,1.37,5312478,4.381B
AMN Healthcare Services Inc.,AMN,102.82,103.0,-0.18,69.47,1.48,327620,4.861B
MACOM Technology Solutions Holdings Inc.,MTSI,62.98,62.87,0.11,0,-0.02,210233,4.384B
Box Inc.,BOX,31.13,31.4,-0.27,0,-0.91,1003841,4.617B
AAK AB publ.),AAK.ST,177.85,180.1,-2.25,29.01,6.13,95392,45.974B
Bechtle AG,BC8.F,33.0,33.42,-0.42,7.2,4.58,360,4.158B
Lufax Holding Ltd,LU,1.94,2.0,-0.06,1.85,1.05,10103901,4.777B
Hilton Grand Vacations Inc.,HGV,38.54,38.49,0.05,0,-2.54,385074,4.619B
IDFC First Bank Limited,IDFCFIRSTB.NS,58.8,56.75,2.05,73.96,0.8,55487265,365.456B
Tofas Türk Otomobil Fabrikasi Anonim Sirketi,TOASO.IS,165.7,166.6,-0.9,40.33,4.11,11141176,82.85B
CyberAgent Inc.,4751.T,1168.0,1169.0,-1.0,40.07,29.15,2190900,590.371B
Shin Kong Financial Holding Co. Ltd.,2888.TW,8.77,8.78,-0.01,8.21,1.07,27468236,122.959B
Unite Group Plc,UTG.L,910.0,916.0,-6.0,0,-31.8,219291,3.632B
Workiva Inc.,WK,83.97,83.72,0.25,0,-1.0,209177,4.271B
Element Solutions Inc,ESI,18.19,18.23,-0.04,30.22,0.6,620280,4.502B
APi Group Corporation,APG,18.81,18.89,-0.08,0,-1.12,485454,4.367B
Asahi Intecc Co. Ltd.,7747.T,2164.0,2189.0,-25.0,75.82,28.54,728400,587.799B
Aditya Birla Capital Limited,ABCAPITAL.NS,150.2,150.15,0.05,40.3,3.73,3140764,362.913B
MERLIN Properties SOCIMI S.A.,MRL.MC,8.77,8.89,-0.12,73.12,0.12,3874858,4.097B
