Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
ACI Worldwide Inc.,ACIW,23.0,23.14,-0.14,37.1,0.62,853463,2.704B
Nordstrom Inc.,JWN,16.14,16.09,0.05,0,-4.39,4116923,2.571B
Kumho Petrochemical Co. Ltd.,011780.KS,126000.0,133000.0,-7000.0,0,0,126875,3.156T
Tohoku Electric Power Company Incorporated,9506.T,691.0,694.0,-3.0,12.37,55.88,1806100,345.181B
Arch Resources Inc.,ARCH,142.79,142.12,0.67,0,-21.42,293263,2.187B
Hannon Armstrong Sustainable Infrastructure Capital Inc.,HASI,28.98,29.98,-1.0,26.32,1.1,513096,2.449B
ACADIA Pharmaceuticals Inc.,ACAD,15.92,15.95,-0.03,0,-1.79,814644,2.559B
Grupo Televisa S.A.B.,TV,4.56,4.62,-0.06,6.66,0.685,3500380,2.554B
O-I Glass Inc.,OI,16.57,16.72,-0.15,26.01,0.64,647978,2.599B
Idorsia Ltd,IDIA.SW,13.42,13.86,-0.44,0,-2.83,653586,2.246B
Keywords Studios plc,KWS.L,2724.0,2762.0,-38.0,108.96,25.0,30702,2.078B
Certara Inc.,CERT,16.07,16.16,-0.09,0,-0.4,511335,2.566B
Akero Therapeutics Inc.,AKRO,54.8,53.85,0.95,0,-2.52,749531,1.912B
Bata India Limited,BATAINDIA.NS,1649.15,1628.75,20.4,0,-6.26,471108,212.076B
HUTCHMED (China) Limited,HCM,14.78,15.51,-0.73,0,-0.9,181963,2.648B
Acerinox S.A.,ACX.MC,9.24,9.32,-0.08,51.06,0.18,473470,2.497B
Big Yellow Group Plc,BYG.L,1147.0,1167.0,-20.0,34.34,33.4,172270,2.11B
Mainova AG,MNV6.F,436.0,436.0,0.0,51.92,8.4,11,2.398B
Lithium Americas Corp.,LAC,18.95,18.94,0.01,0,-0.4,1976929,2.278B
StepStone Group Inc.,STEP,25.18,25.28,-0.1,4.21,5.98,276718,1.507B
TORM plc,TRMD,29.17,29.15,0.02,24.6,1.19,195287,2.355B
Industrias Bachoco S.A.B. de C.V.,IBA,50.99,50.65,0.34,13.3,3.83,2489,2.55B
Innospec Inc.,IOSP,102.86,104.17,-1.31,88.67,1.16,45613,2.535B
H&R Real Estate Investment Trust,HR-UN.TO,12.11,12.13,-0.02,0,-2.18,237525,3.492B
MGE Energy Inc.,MGEE,70.4,71.79,-1.39,27.13,2.6,85586,2.546B
Werner Enterprises Inc.,WERN,40.26,40.56,-0.3,14.42,2.79,381559,2.693B
Ermenegildo Zegna N.V.,ZGN,10.47,10.24,0.23,7.25,1.44,178606,2.344B
Dorman Products Inc.,DORM,80.87,82.1,-1.23,22.34,3.62,67536,2.557B
Vivint Smart Home Inc.,VVNT,11.9,11.91,-0.01,0,-2.33,887794,2.484B
Hisense Visual Technology Co. Ltd.,600060.SS,13.54,13.39,0.15,13.13,1.03,6992500,17.717B
Spin Master Corp.,TOY.TO,33.32,32.99,0.33,61.7,0.54,25489,3.409B
Freshpet Inc.,FRPT,52.77,52.11,0.66,0,-0.26,465322,2.29B
SMA Solar Technology AG,S92.F,67.45,65.95,1.5,83.27,0.81,230,2.341B
Gibson Energy Inc.,GEI.TO,23.64,23.59,0.05,33.68,0.7,236610,3.464B
The Macerich Company,MAC,11.26,11.26,0.0,0,-1.58,1147442,2.399B
Keppel REIT,K71U.SI,0.91,0.905,0.01,0,-0.004,3605900,3.363B
Tripadvisor Inc.,TRIP,17.98,17.86,0.12,0,-2.14,1395735,2.484B
Compañía Cervecerías Unidas S.A.,CCU,13.12,13.25,-0.13,5.19,2.53,179145,2.424B
Easterly Government Properties Inc.,DEA,14.27,14.3,-0.03,95.77,0.15,1015387,1.229B
Capstone Copper Corp.,CS.TO,4.94,5.13,-0.19,12.08,0.409,1175624,2.042B
Kulicke and Soffa Industries Inc.,KLIC,44.26,44.52,-0.26,31.89,1.39,277428,2.763B
Encore Wire Corporation,WIRE,137.56,139.71,-2.15,28.75,4.78,137207,2.786B
QinetiQ Group plc,QQ.L,357.0,364.0,-7.0,17.33,20.6,288681,2.066B
Kyndryl Holdings Inc.,KD,11.12,11.16,-0.04,0,-10.25,1845730,2.492B
Petco Health and Wellness Company Inc.,WOOF,9.48,9.42,0.06,0,-0.13,1422365,2.507B
Hensoldt AG,HAG.F,22.2,22.25,-0.05,0,-0.75,300,2.331B
Jet2 plc,JET2.L,958.4,965.6,-7.2,0,-144.9,205228,2.057B
CorVel Corporation,CRVL,145.33,145.51,-0.18,61.06,2.38,58252,2.575B
The New India Assurance Company Limited,NIACL.NS,125.75,115.35,10.4,13.58,9.26,17596485,207.236B
Hang Lung Group Limited,0010.HK,14.34,14.24,0.1,2.86,5.01,485000,19.531B
Kadokawa Corporation,9468.T,2400.0,2392.0,8.0,16.05,149.5,250400,332.729B
Pick n Pay Stores Limited,PIK.JO,5679.0,5695.0,-16.0,2826.78,2.01,500599,2.725T
The Brink's Company,BCO,53.71,54.21,-0.5,100.39,0.54,179397,2.64B
Cembra Money Bank AG,CMBN.SW,76.9,77.7,-0.8,14.79,5.2,27531,2.259B
OPC Energy Ltd.,OPCE.TA,3920.0,3902.0,18.0,0,-0.38,468153,792.844B
Safestore Holdings plc,SAFE.L,945.0,950.0,-5.0,11.25,84.0,169583,1.992B
Apollo Tyres Limited,APOLLOTYRE.NS,324.3,326.5,-2.2,138.53,2.34,1613123,205.963B
Bank of Maharashtra,MAHABANK.NS,30.6,29.8,0.8,33.63,0.91,32128525,205.953B
Steven Madden Ltd.,SHOO,31.96,31.78,0.18,124.36,0.26,470984,2.601B
Alvotech,ALVO,10.0,9.91,0.09,0,0,96871,N/A
Alm. Brand A/S,ALMB.CO,11.25,11.38,-0.13,2.83,3.97,2136198,17.338B
Spectrum Brands Holdings Inc.,SPB,60.92,61.24,-0.32,12.95,4.7,314524,2.509B
Primo Water Corporation,PRMW,15.54,15.7,-0.16,0,-0.85,347877,2.488B
Independent Bank Group Inc.,IBTX,60.08,60.45,-0.37,11.96,5.03,118055,2.58B
Beach Energy Limited,BPT.AX,1.595,1.59,0.0,10.36,0.154,2886152,3.639B
QuantumScape Corporation,QS,5.67,5.63,0.04,0,-3.85,4966568,2.396B
Alarm.com Holdings Inc.,ALRM,49.48,49.82,-0.34,32.34,1.53,151047,2.477B
International Distributions Services plc,IDS.L,213.0,214.7,-1.7,0,0,594401,N/A
Xenon Pharmaceuticals Inc.,XENE,39.43,39.17,0.26,0,-0.81,179818,2.034B
Baytex Energy Corp.,BTE.TO,6.08,5.95,0.13,141.4,0.04,1893869,3.43B
SJW Group,SJW,81.19,82.59,-1.4,37.85,2.14,339206,2.422B
Britvic plc,BVIC.L,777.0,784.0,-7.0,21.95,35.4,257947,2.077B
Focus Financial Partners Inc.,FOCS,37.27,37.37,-0.1,65.39,0.57,171662,2.432B
DigitalOcean Holdings Inc.,DOCN,25.47,25.31,0.16,0,-0.28,1043907,2.707B
Korea Gas Corporation,036460.KS,36200.0,38400.0,-2200.0,0,0,583777,3.342T
Golar LNG Limited,GLNG,22.79,22.51,0.28,0,-2.82,807121,2.466B
First Merchants Corporation,FRME,41.11,41.22,-0.11,13.56,3.03,199961,2.217B
Installed Building Products Inc.,IBP,85.6,87.17,-1.57,26.18,3.27,80211,2.543B
Amylyx Pharmaceuticals Inc.,AMLX,36.95,35.83,1.12,0,0,676341,N/A
Innergex Renewable Energy Inc.,INE.TO,16.2,16.33,-0.13,0,-0.23,185058,3.123B
Otter Tail Corporation,OTTR,58.71,59.47,-0.76,23.75,2.47,157277,2.439B
Ansell Limited,ANN.AX,28.24,28.2,0.04,14.33,1.97,137528,3.609B
Laurus Labs Limited,LAURUSLABS.NS,375.25,372.8,2.45,20.53,18.28,915490,201.644B
Kunlun Tech Co. Ltd.,300418.SZ,14.41,13.9,0.51,3.66,3.93,21507752,17.248B
Multiplan Empreendimentos Imobiliários S.A.,MULT3.SA,21.9,22.11,-0.21,15.84,1.38,4469100,12.948B
PB Fintech Limited,POLICYBZR.NS,448.3,453.9,-5.6,0,-4.11,938367,201.511B
PIERER Mobility AG,PMAG.F,67.9,68.0,-0.1,43.47,1.56,100,1.556B
SD Biosensor Inc,137310.KS,30150.0,30500.0,-350.0,0,0,411547,3.049T
Konecranes Plc,KCR.HE,28.76,29.17,-0.41,17.66,1.63,108841,2.276B
Mandarin Oriental International Limited,M04.SI,1.92,1.94,-0.02,0,-0.538,9700,2.426B
Allied Properties Real Estate Investment Trust,AP-UN.TO,25.6,25.66,-0.06,9.95,2.57,109614,3.258B
Wizz Air Holdings Plc,WIZZ.L,1904.5,1967.5,-63.0,0,-474.5,129522,2.294B
China Railway Materials Company Limited,000927.SZ,2.79,2.79,0.0,16.61,0.168,15093900,16.88B
Sitio Royalties Corp.,STR,28.85,30.15,-1.3,0,0,1100158,N/A
Perficient Inc.,PRFT,69.83,70.48,-0.65,65.14,1.07,97907,2.3B
TransAlta Corporation,TAC,8.97,9.0,-0.03,0,-1.0,226299,2.431B
freenet AG,FNTN.F,20.5,20.71,-0.21,4.62,4.44,1200,2.629B
Pan Ocean Co. Ltd.,028670.KS,5730.0,5890.0,-160.0,0,0,2150718,3.063T
Worthington Industries Inc.,WOR,49.71,49.62,0.09,4.32,11.51,132797,2.502B
Hatsun Agro Product Limited,HATSUN.NS,909.75,885.6,24.15,79.61,11.43,88769,196.148B
McGrath RentCorp,MGRC,98.74,99.26,-0.52,24.31,4.06,85403,2.394B
Trinity Industries Inc.,TRN,29.57,29.84,-0.27,0,-2.67,270664,2.879B
Balfour Beatty plc,BBY.L,337.6,341.0,-3.4,76.73,4.4,370652,2.159B
Mobile Telecommunications Company Saudi Arabia,7030.SR,10.08,10.06,0.02,26.6,0.38,19876,9.059B
Ebro Foods S.A.,EBRO.MC,14.66,14.74,-0.08,11.42,1.28,41880,2.256B
Kimbell Royalty Partners LP,KRP,16.7,16.61,0.09,0,-4.85,238548,1.073B
Extreme Networks Inc.,EXTR,18.31,18.54,-0.23,0,-0.25,843007,2.378B
TeamViewer AG,TMV.DE,12.05,12.11,-0.06,23.62,0.51,303781,2.433B
NetLink NBN Trust,CJLU.SI,0.83,0.835,-0.01,41.5,0.02,2226500,3.234B
Casio Computer Co.Ltd.,6952.T,1343.0,1333.0,10.0,38.52,34.86,910300,325.819B
Resideo Technologies Inc.,REZI,16.45,16.09,0.36,56.72,0.29,664906,2.375B
Dürr Aktiengesellschaft,DUE.F,31.9,31.46,0.44,0,-0.23,54,2.208B
Energizer Holdings Inc.,ENR,33.55,34.36,-0.81,0,-1.29,417650,2.233B
Globalstar Inc.,GSAT,1.33,1.29,0.04,0,-0.07,3788354,2.385B
Singapore Land Group Limited,U06.SI,2.25,2.25,0.0,35.71,0.063,7000,3.224B
Viasat Inc.,VSAT,31.65,31.76,-0.11,0,-0.04,409483,2.324B
Plaza S.A.,MALLPLAZA.SN,1058.0,1054.7,3.3,169.28,6.25,47480,2.074T
PagerDuty Inc.,PD,26.56,26.75,-0.19,0,-0.87,725606,2.284B
Verint Systems Inc.,VRNT,36.28,36.26,0.02,0,-0.23,665717,2.384B
Piramal Enterprises Limited,PEL.NS,828.4,824.8,3.6,96.73,8.56,856714,197.738B
Dunelm Group plc,DNLM.L,979.0,981.5,-2.5,18.2,53.8,106930,1.985B
Grindwell Norton Limited,GRINDWELL.NS,1783.65,1805.5,-21.85,98.71,18.07,76744,198.683B
CBIZ Inc.,CBZ,46.85,47.29,-0.44,28.09,1.67,141739,2.441B
Viavi Solutions Inc.,VIAV,10.51,10.52,-0.01,82.11,0.13,1144857,2.498B
Mr Price Group Limited,MRP.JO,15894.0,16051.0,-157.0,1816.46,8.75,281868,4.076T
Genus plc,GNS.L,2984.0,3048.0,-64.0,40.54,73.6,17063,1.963B
Vitesco Technologies Group Aktiengesellschaft,VTSC.DE,54.25,55.05,-0.8,0,-2.61,13874,2.185B
WH Smith PLC,SMWH.L,1484.5,1480.0,4.5,0,-248.8,79505,1.943B
SATS Ltd.,S58.SI,2.84,2.84,0.0,0,-0.077,1111600,3.187B
Columbia Banking System Inc.,COLB,30.13,30.05,0.08,11.18,2.7,1164911,2.366B
Vicor Corporation,VICR,53.75,53.49,0.26,69.27,0.78,123565,2.353B
Stepan Company,SCL,106.46,107.02,-0.56,17.71,6.01,55481,2.386B
Appian Corporation,APPN,32.56,33.37,-0.81,0,-0.49,878860,2.318B
AEON REIT Investment Corporation,3292.T,154500.0,153900.0,600.0,24.28,6362.54,1571,315.871B
Matson Inc.,MATX,62.51,63.65,-1.14,9.87,6.34,179092,2.627B
Champion Real Estate Investment Trust,2778.HK,3.08,3.11,-0.03,0,-0.1,1019509,18.286B
E-L Financial Corporation Limited,ELF.TO,894.0,894.0,0.0,7.47,119.68,29,3.315B
LCI Industries,LCII,92.45,93.31,-0.86,14.74,6.27,171983,2.336B
Sotera Health Company,SHC,8.33,8.27,0.06,61.25,0.14,902823,2.357B
NetScout Systems Inc.,NTCT,32.51,32.57,-0.06,160.15,0.2,319084,2.402B
ALSO Holding AG,ALSN.SW,169.2,170.0,-0.8,15.18,11.15,7038,2.169B
Nova Ltd.,NVMI,81.68,81.73,-0.05,49.5,1.65,79264,2.328B
Kemira Oyj,KEMIRA.HE,14.33,14.47,-0.14,16.66,0.86,40156,2.194B
Endurance Technologies Limited,ENDURANCE.NS,1379.2,1408.35,-29.15,44.19,31.21,21360,194.002B
Brady Corporation,BRC,47.1,47.77,-0.67,23.57,2.0,171879,2.441B
Darktrace plc,DARK.L,258.7,263.7,-5.0,0,-21.5,459687,1.803B
STAAR Surgical Company,STAA,48.54,47.91,0.63,404.5,0.12,849574,2.311B
MGP Ingredients Inc.,MGPI,106.38,108.32,-1.94,44.94,2.37,92782,2.337B
Covivio Hotels,COVH.PA,14.8,14.9,-0.1,0,-2.64,206,2.192B
PT Bank Permata Tbk,BNLI.JK,1015.0,1020.0,-5.0,39.45,25.73,107300,36.724T
Fletcher Building Limited,FLQ.F,2.78,2.78,0.0,0,-0.114,2500,2.264B
Alpha Metallurgical Resources Inc.,AMR,146.39,144.44,1.95,0,-24.43,287658,2.694B
KPIT Technologies Limited,KPITTECH.NS,704.25,701.65,2.6,135.69,5.19,659565,193.066B
Kainos Group plc,KNOS.L,1543.0,1548.0,-5.0,67.38,22.9,48437,1.911B
Life Time Group Holdings Inc.,LTH,11.96,12.11,-0.15,0,-2.58,313536,2.309B
Piper Sandler Companies,PIPR,130.19,133.31,-3.12,10.79,12.06,87679,2.328B
Red Rock Resorts Inc.,RRR,40.01,40.06,-0.05,0,-2.13,395413,2.458B
Sun TV Network Limited,SUNTV.NS,486.65,485.15,1.5,14.95,32.54,452221,191.781B
United Natural Foods Inc.,UNFI,38.71,39.2,-0.49,11.06,3.5,317978,2.248B
Jumbo S.A.,5JB.F,15.5,15.26,0.24,15.21,1.02,500,2.109B
Weber Inc.,WEBR,8.05,8.05,0.0,0,-0.13,331689,2.312B
Chorus Limited,CNU.NZ,8.16,8.16,0.0,100.74,0.08,76185,3.679B
Lundin Gold Inc.,LUG.TO,13.23,13.04,0.19,0,-0.25,179695,3.087B
First Financial Bancorp.,FFBC,24.23,24.37,-0.14,13.61,1.78,190706,2.272B
Acer Incorporated,2353.TW,23.55,23.45,0.1,11.83,1.99,8338153,70.676B
Whirlpool of India Limited,WHIRLPOOL.NS,1497.1,1484.85,12.25,60.47,24.76,40885,190.1B
Axos Financial Inc.,AX,38.22,39.01,-0.79,11.18,3.42,371381,2.274B
Immunovant Inc.,IMVT,17.75,17.41,0.34,0,-1.27,835720,2.041B
Holly Energy Partners L.P.,HEP,18.12,18.1,0.02,11.23,1.61,123763,1.911B
Travis Perkins plc,TPK.L,889.4,907.4,-18.0,0,-10.1,148387,1.97B
Park National Corporation,PRK,140.75,142.03,-1.28,15.55,9.05,36142,2.283B
Itron Inc.,ITRI,50.65,51.23,-0.58,0,-1.33,169163,2.293B
Giant Network Group Co. Ltd.,002558.SZ,7.96,7.8,0.16,14.74,0.54,13717564,16.114B
Callon Petroleum Company,CPE,37.09,35.87,1.22,0,-63.79,1117001,2.276B
Grainger plc,GRI.L,252.0,256.0,-4.0,17.75,14.2,448653,1.868B
Solaria Energía y Medio Ambiente S.A.,SLR.MC,17.12,17.33,-0.21,70.45,0.24,203624,2.139B
Bausch Health Companies Inc.,BHC,6.28,6.31,-0.03,0,-1.58,3133993,2.257B
Kindred Group plc,KIND-SDB.ST,108.6,111.2,-2.6,150.62,0.72,187195,24.179B
Elkem ASA,ELK.OL,35.2,35.96,-0.76,30.45,1.16,476445,22.283B
Siltronic AG,WAF.F,68.8,67.55,1.25,12.84,5.36,3,2.064B
Enerjisa Enerji A.S.,ENJSA.IS,36.06,36.02,0.04,39.15,0.92,28508917,42.589B
Xerox Holdings Corporation,XRX,14.6,14.49,0.11,13.81,1.06,1603586,2.606B
The Buckle Inc.,BKE,45.35,45.28,0.07,17.05,2.66,370268,2.258B
KWS SAAT SE & Co. KGaA,KWS.F,63.8,63.8,0.0,22.02,2.9,16,2.105B
Sage Therapeutics Inc.,SAGE,38.14,38.67,-0.53,3.34,11.43,313583,2.247B
NexTier Oilfield Solutions Inc.,NEX,9.24,9.19,0.05,0,-0.88,2910864,2.236B
Integer Holdings Corporation,ITGR,68.46,69.0,-0.54,33.56,2.04,116587,2.26B
Fisker Inc.,FSR,7.27,7.0,0.27,0,-1.54,4469006,2.157B
CONSOL Energy Inc.,CEIX,65.0,64.46,0.54,0,-0.37,603910,2.241B
Emami Limited,EMAMILTD.NS,425.05,419.1,5.95,48.85,8.7,259215,188.941B
ESCO Technologies Inc.,ESE,87.54,88.43,-0.89,79.65,1.1,72144,2.285B
National Health Investors Inc.,NHI,52.22,52.11,0.11,12.61,4.14,230426,2.394B
Distell Group Holdings Limited,DGH.JO,17645.0,17680.0,-35.0,7651.78,2.31,22307,3.882T
Dr. Lal PathLabs Limited,LALPATHLAB.NS,2260.45,2284.85,-24.4,77.63,29.12,265565,188.397B
Arbor Realty Trust Inc.,ABR,13.19,13.25,-0.06,9.37,1.41,1634497,1.985B
EnPro Industries Inc.,NPO,108.69,110.97,-2.28,12.08,8.99,68453,2.24B
The St. Joe Company,JOE,38.65,38.63,0.02,45.58,0.85,170030,2.276B
Topaz Energy Corp.,TPZ.TO,21.13,21.03,0.1,704.33,0.03,114623,2.935B
M.D.C. Holdings Inc.,MDC,31.6,31.61,-0.01,5.14,6.15,344181,2.233B
Omnicell Inc.,OMCL,50.42,49.17,1.25,64.15,0.79,363770,N/A
UNIQA Insurance Group AG,UN9.F,6.87,6.98,-0.11,109.05,0.06,2746,2.135B
