Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Pharma Mar S.A.,PHM.MC,64.3,65.8,-1.5,8.58,7.49,136942,1.167B
NATCO Pharma Limited,NATCOPHARM.NS,561.65,556.9,4.75,21.27,26.4,216657,103.053B
IAMGOLD Corporation,IAG,2.58,2.57,0.01,13.1,0.197,6769274,1.23B
Nutex Health Inc.,NUTX,1.9,1.99,-0.09,0,0,725630,N/A
Pediatrix Medical Group Inc.,MD,14.86,14.92,-0.06,0,-9.55,282380,1.285B
Telia Lietuva AB,ZWS.F,1.93,1.925,0.0,19.9,0.097,3,1.147B
C3.ai Inc.,AI,11.19,10.9,0.29,0,-0.65,1651497,1.175B
PC Connection Inc.,CNXN,46.9,47.27,-0.37,22.12,2.12,50585,1.229B
Cassava Sciences Inc.,SAVA,29.54,28.93,0.61,0,-0.3,1016586,1.182B
Orla Mining Ltd.,ORLA,4.04,4.08,-0.04,0,-0.122,223087,1B
Dime Community Bancshares Inc.,DCOM,31.83,32.27,-0.44,17.13,1.86,59465,1.288B
Standex International Corporation,SXI,102.41,103.07,-0.66,76.03,1.35,27965,1.25B
Pathward Financial Inc.,CASH,43.05,43.59,-0.54,12.3,3.5,153858,1.315B
Blucora Inc.,BCOR,25.53,25.41,0.12,0,-7.14,410741,1.244B
dentalcorp Holdings Ltd.,DNTL.TO,8.9,9.22,-0.32,0,-1.33,125242,1.486B
A10 Networks Inc.,ATEN,16.63,16.76,-0.13,65.99,0.25,480462,1.29B
GrafTech International Ltd.,EAF,4.76,4.68,0.08,2.94,1.62,911494,1.253B
E.I.D.- Parry (India) Limited,EIDPARRY.NS,568.55,563.95,4.6,16.53,34.38,134949,100.853B
Imago BioSciences Inc.,IMGO,35.95,35.96,-0.01,0,-4.41,152024,1.205B
YOOZOO Interactive Co. Ltd.,002174.SZ,9.26,8.42,0.84,0,-0.21,51756624,8.481B
CropEnergies AG,CE2.F,12.92,12.58,0.34,13.14,0.98,315,1.127B
IntegraFin Holdings plc,IHP.L,302.2,300.0,2.2,22.06,13.7,119196,1.001B
FREYR Battery,FREY,8.68,8.56,0.12,0,-0.38,1562271,1.014B
Heartland Express Inc.,HTLD,15.34,15.54,-0.2,17.41,0.88,155036,1.21B
Kaiser Aluminum Corporation,KALU,75.96,76.4,-0.44,285.56,0.27,58037,1.205B
Enova International Inc.,ENVA,38.37,38.8,-0.43,2.86,13.4,212505,1.397B
Advantage Energy Ltd.,AAV.TO,9.47,9.27,0.2,0,-0.09,789865,1.807B
Citizen Watch Co. Ltd.,7762.T,593.0,592.0,1.0,0,-145.87,1104000,185.295B
Mechel PAO,MTL,2.25,2.3,-0.05,43.27,0.052,0,892.274M
Service Properties Trust,SVC,7.29,7.32,-0.03,0,-2.94,763472,1.204B
Diversified Energy Company PLC,DEC.L,116.4,116.5,-0.1,0,-12.9,569835,988.998M
Qt Group Oyj,QTCOM.HE,44.5,44.17,0.33,87.25,0.51,106431,1.105B
EQRx Inc.,EQRX,2.46,2.4,0.06,0,-7.653,2599007,1.2B
Allcargo Logistics Limited,ALLCARGO.NS,403.45,403.35,0.1,57.92,6.97,244901,99.126B
ATOSS Software AG,AOF.F,139.6,142.2,-2.6,60.25,2.32,10,1.11B
CAP S.A.,CAP.SN,6950.0,7058.3,-108.3,3457.71,2.01,110398,1.039T
ProFrac Holding Corp.,PFHC,22.08,21.91,0.17,0,0,319200,N/A
Verve Therapeutics Inc.,VERV,19.35,18.84,0.51,0,-7.31,1216361,932.109M
ePlus inc.,PLUS,44.28,44.12,0.16,8.23,5.38,84218,1.196B
Telephone and Data Systems Inc.,TDS,10.49,10.58,-0.09,5.41,1.94,3059262,1.203B
ITI Limited,ITI.NS,103.6,103.1,0.5,0,-1.78,156932,96.713B
Truecaller AB (publ),TRUE-B.ST,32.76,33.35,-0.59,32.28,1.01,852400,12.297B
ProPetro Holding Corp.,PUMP,10.37,10.28,0.09,0,-1.06,478204,1.072B
BRB - Banco de Brasília S.A.,BSLI3.SA,18.0,18.0,0.0,14.54,1.24,0,6.779B
Capitol Federal Financial Inc.,CFFN,8.65,8.69,-0.04,15.34,0.56,743721,1.201B
KCC Corporation,002380.KS,204500.0,219000.0,-14500.0,0,0,60272,1.566T
Angi Inc.,ANGI,2.35,2.21,0.14,0,-0.013,1074814,1.181B
EVgo Inc.,EVGO,4.47,4.01,0.46,0,-0.619,4173760,307.253M
Federal Agricultural Mortgage Corporation,AGM,112.71,113.49,-0.78,13.63,8.27,38354,1.203B
Planet Labs PBC,PL,4.35,4.38,-0.03,0,-4.277,2140146,1.143B
Global Partners LP,GLP,34.77,34.48,0.29,12.69,2.74,115100,1.18B
Bilfinger SE,GBF.F,27.2,27.44,-0.24,11.16,2.44,620,N/A
Everbridge Inc.,EVBG,29.58,28.53,1.05,0,-2.7,413451,1.141B
Amara Raja Batteries Limited,AMARAJABAT.NS,571.75,550.25,21.5,16.42,34.82,2909435,97.915B
HNI Corporation,HNI,28.43,28.62,-0.19,15.2,1.87,143112,1.238B
Myriad Genetics Inc.,MYGN,14.51,14.6,-0.09,0,-0.41,3557672,1.159B
Viridian Therapeutics Inc.,VRDN,29.21,28.9,0.31,0,-19.21,342943,634.508M
Employers Holdings Inc.,EIG,43.13,43.11,0.02,7.21,5.98,102592,1.206B
Tanla Platforms Limited,TANLA.NS,714.45,705.55,8.9,62.3,11.47,111221,96.984B
The Andersons Inc.,ANDE,34.99,35.26,-0.27,152.13,0.23,132895,1.165B
Nicolet Bankshares Inc.,NIC,79.79,80.86,-1.07,0,0,23078,N/A
NeoGenomics Inc.,NEO,9.24,9.44,-0.2,243.16,0.04,574198,1.138B
Kayne Anderson Energy Infrastructure Fund Inc.,KYN,8.56,8.62,-0.06,0,-6.21,609267,1.082B
Primoris Services Corporation,PRIM,21.94,21.93,0.01,10.16,2.16,125590,1.181B
TriMas Corporation,TRS,27.74,27.81,-0.07,0,-1.85,77557,1.189B
NetDragon Websoft Holdings Limited,0777.HK,16.76,16.24,0.52,9.82,1.706,246500,9.11B
Avid Technology Inc.,AVID,26.59,26.09,0.5,106.36,0.25,296412,1.197B
Zydus Wellness Limited,ZYDUSWELL.NS,1506.8,1493.15,13.65,163.13,9.24,11029,96.401B
Stewart Information Services Corporation,STC,42.73,43.21,-0.48,5.39,7.93,144254,1.149B
Clean Energy Fuels Corp.,CLNE,5.2,5.27,-0.07,0,-0.05,1864483,1.16B
Southside Bancshares Inc.,SBSI,35.99,36.11,-0.12,10.59,3.4,73486,1.162B
Definitive Healthcare Corp.,DH,10.99,11.16,-0.17,0,-0.67,820460,1.091B
Ecovyst Inc.,ECVT,8.86,8.9,-0.04,0,-3.44,348832,1.214B
Semrush Holdings Inc.,SEMR,8.14,7.74,0.4,0,-0.01,141191,1.113B
Zentalis Pharmaceuticals Inc.,ZNTL,20.14,18.4,1.74,0,-3.59,613513,912.453M
Dorchester Minerals L.P.,DMLP,29.93,29.36,0.57,49.07,0.61,85290,1.107B
Mativ Holdings Inc.,MATV,20.9,20.99,-0.09,0,0,304742,N/A
CureVac N.V.,CVAC,6.03,6.14,-0.11,0,-2.87,497897,1.128B
Energy Recovery Inc.,ERII,20.49,20.53,-0.04,43.6,0.47,305546,1.162B
China Gold International Resources Corp. Ltd.,CGG.TO,3.91,3.94,-0.03,11.27,0.347,812,1.55B
Kornit Digital Ltd.,KRNT,22.97,22.02,0.95,0,-0.11,352245,1.069B
Faes Farma S.A.,FAE.MC,3.51,3.575,-0.07,14.04,0.25,233948,1.028B
Tennant Company,TNC,61.57,62.03,-0.46,34.02,1.81,34885,1.141B
V.I.P. Industries Limited,VIPIND.NS,668.15,671.4,-3.25,0,-5.96,126814,94.529B
Borr Drilling Limited,BORR,4.97,4.93,0.04,0,-1.627,3268564,697.53M
SkyCity Entertainment Group Limited,SKC.NZ,2.37,2.38,-0.01,0,-0.02,115659,1.802B
Centerra Gold Inc.,CGAU,5.18,5.26,-0.08,0,-1.91,121030,1.538B
Lakeland Bancorp Inc.,LBAI,17.61,17.79,-0.18,13.14,1.34,99787,891.179M

Palomar Holdings Inc.,PLMR,45.16,44.5,0.66,188.17,0.24,186079,1.148B
Schweiter Technologies AG,SWTQ.SW,736.0,754.0,-18.0,10.18,72.29,293,1.054B
BridgeBio Pharma Inc.,BBIO,7.62,7.56,0.06,0,-3.88,1239400,1.122B
Kforce Inc.,KFRC,54.83,55.3,-0.47,19.37,2.83,138093,1.175B
WeWork Inc.,WE,1.43,1.2,0.23,0,-28.07,20792147,1.134B
John Wood Group PLC,WG.L,135.15,138.75,-3.6,0,-24.7,929648,935.02M
Sierra Wireless Inc.,SWIR,28.99,28.96,0.03,0,-1.36,209583,1.092B
Xponential Fitness Inc.,XPOF,22.93,22.77,0.16,0,-0.76,234233,547.981M
Piedmont Office Realty Trust Inc.,PDM,9.17,9.22,-0.05,4.92,1.86,799945,1.138B
Perion Network Ltd.,PERI,25.3,25.3,0.0,70.28,0.36,202983,1.105B
Costamare Inc.,CMRE,9.28,9.4,-0.12,0,-0.18,559163,1.147B
Ivanhoe Electric Inc.,IE,12.15,11.78,0.37,0,0,198503,N/A
Ligand Pharmaceuticals Incorporated,LGND,66.8,67.59,-0.79,27.8,2.4,111597,1.116B
FuelCell Energy Inc.,FCEL,2.78,2.76,0.02,0,-0.399,10471982,1.019B
TAG Immobilien AG,TEG.F,6.01,6.09,-0.08,2.44,2.47,500,880.476M
Guess' Inc.,GES,20.69,20.61,0.08,0,-1.27,659332,1.344B
Radius Global Infrastructure Inc.,RADI,11.82,11.84,-0.02,0,-1.86,620816,1.09B
Casino Guichard-Perrachon S.A.,CO.PA,9.76,10.06,-0.3,0,-8.54,155778,1.054B
Origin Bancorp Inc.,OBNK,36.7,36.75,-0.05,14.1,2.6,83748,862.307M
Donnelley Financial Solutions Inc.,DFIN,38.65,39.84,-1.19,0,-0.76,267526,1.281B
Tompkins Financial Corporation,TMP,77.58,77.45,0.13,12.14,6.39,33276,1.137B
Bytes Technology Group plc,BYIT.L,387.0,391.0,-4.0,41.61,9.3,48976,926.795M
Korian,KORI.PA,10.12,9.95,0.17,33.62,0.3,613791,1.057B
Abercrombie & Fitch Co.,ANF,22.91,22.88,0.03,0,-1.82,964811,1.294B
Canopy Growth Corporation,CGC,2.31,2.28,0.03,0,-5.239,6235331,972.191M
Citycon Oyj,CTY1S.HE,6.26,6.28,-0.02,0,-0.25,278164,1.052B
Encore Capital Group Inc.,ECPG,47.94,47.63,0.31,7.18,6.68,193663,1.403B
Grupa Zywiec S.A.,ZWC.WA,481.0,480.0,1.0,17.34,27.74,48,4.94B
Helix Energy Solutions Group Inc.,HLX,7.38,7.32,0.06,36.9,0.2,2457183,1.114B
Ryerson Holding Corporation,RYI,30.26,29.91,0.35,0,-1.73,275939,1.162B
FIGS Inc.,FIGS,6.73,6.81,-0.08,0,-0.06,2266267,1.1B
Green Brick Partners Inc.,GRBK,24.23,24.11,0.12,10.82,2.24,227439,1.23B
MeridianLink Inc.,MLNK,13.73,13.72,0.01,0,-0.38,119920,1.105B
Deciphera Pharmaceuticals Inc.,DCPH,16.39,15.99,0.4,0,-4.78,582663,958.5M
Mediaset España Comunicación S.A.,TL5.MC,3.314,3.342,-0.03,5.81,0.57,174804,1.038B
Easy Trip Planners Limited,EASEMYTRIP.NS,52.7,53.5,-0.8,17.36,3.04,5979230,5.726B
Cosmo Pharmaceuticals N.V.,C43.F,62.0,62.0,0.0,0,-0.55,244,1.044B
PureCycle Technologies Inc.,PCT,6.76,6.85,-0.09,0,-1.8,1219770,845.169M
Magellan Financial Group Limited,MFG.AX,8.94,8.79,0.15,4.05,2.21,518158,1.66B
SES AI Corporation,SES,3.15,3.27,-0.12,0,0,923912,N/A
PennyMac Mortgage Investment Trust,PMT,12.39,12.42,-0.03,45.89,0.27,1027573,1.202B
The E.W. Scripps Company,SSP,13.19,13.23,-0.04,4.06,3.24,195597,1.088B
German American Bancorp Inc.,GABC,37.3,37.38,-0.08,14.29,2.61,44820,N/A
PROS Holdings Inc.,PRO,24.26,24.29,-0.03,0,-1.78,266486,1.077B
The Greenbrier Companies Inc.,GBX,33.53,34.33,-0.8,131.49,0.25,147343,1.091B
Fenix Outdoor International AG,FOI-B.ST,852.0,853.0,-1.0,293.69,2.9,1604,11.366B
The Karur Vysya Bank Limited,KARURVYSYA.NS,113.25,113.65,-0.4,26.7,4.24,3292478,90.527B
Fortuna Silver Mines Inc.,FSM,3.75,3.77,-0.02,31.25,0.12,2466558,1.094B
ImmunoGen Inc.,IMGN,4.96,5.16,-0.2,0,-0.252,5345155,1.092B
Revenio Group Oyj,REG1V.HE,38.6,39.46,-0.86,67.96,0.57,12496,1.025B
RHÖN-KLINIKUM Aktiengesellschaft,RHK.DE,15.3,15.3,0.0,765.0,0.02,234,1.024B
Adaptive Biotechnologies Corporation,ADPT,7.64,7.57,0.07,0,-1.11,659779,1.078B
Taro Pharmaceutical Industries Ltd.,TARO,29.04,29.44,-0.4,0,-7.91,5080,1.091B
UserTesting Inc.,USER,7.51,7.49,0.02,0,-2.28,3281976,1.058B
LSB Industries Inc.,LXU,13.3,13.69,-0.39,0,-3.35,1130944,1.181B
Docebo Inc.,DCBO,33.14,33.15,-0.01,0,-0.5,63397,1.09B
Stratec SE,SBS.F,81.3,79.2,2.1,39.24,2.07,10,986.006M
Freightways Limited,FRE.NZ,9.66,9.84,-0.18,39.43,0.25,6149,3.198B
Brookline Bancorp Inc.,BRKL,14.15,13.86,0.29,12.18,1.16,1221089,1.099B
Formula Systems (1985) Ltd.,FORTY,70.89,70.72,0.17,23.55,3.01,145,1.097B
Kronos Worldwide Inc.,KRO,9.4,9.45,-0.05,17.0,0.55,168032,1.086B
Ascential plc,ASCL.L,201.6,199.9,1.7,0,-34.0,191007,885.286M
Maytronics Ltd.,MTRN.TA,3500.0,3390.0,110.0,2482.27,1.41,284198,382.35B
Malibu Boats Inc.,MBUU,53.3,53.39,-0.09,15.67,3.4,88104,1.111B
Wabash National Corporation,WNC,22.6,22.6,0.0,95.76,0.24,407948,1.118B
Cyient Limited,CYIENT.NS,811.05,817.05,-6.0,24.53,33.06,44917,89.444B
Orion Engineered Carbons S.A.,OEC,17.81,17.77,0.04,59.37,0.3,213788,1.08B
Upstart Holdings Inc.,UPST,13.22,13.16,0.06,13.37,0.99,3280679,1.083B
Himax Technologies Inc.,HIMX,6.21,6.46,-0.25,22.75,0.27,1037203,1.081B
NETSTREIT Corp.,NTST,18.33,18.46,-0.13,147.82,0.12,501256,726.324M
Jamieson Wellness Inc.,JWEL.TO,35.09,35.2,-0.11,34.74,1.01,21782,1.416B
Cowen Inc.,COWN,38.62,38.64,-0.02,3.24,11.93,265510,1.054B
Fiverr International Ltd.,FVRR,29.14,28.97,0.17,0,-1.53,500733,1.065B
RadNet Inc.,RDNT,18.83,18.76,0.07,0,-0.29,149448,1.006B
Miramar Hotel and Investment Company Limited,0071.HK,12.18,12.14,0.04,6.55,1.86,14400,8.416B
Sinclair Broadcast Group Inc.,SBGI,15.51,15.14,0.37,0,-30.2,553057,1.172B
Apartment Investment and Management Company,AIV,7.12,7.19,-0.07,0,-0.04,890748,1.084B
PGT Innovations Inc.,PGTI,17.96,18.18,-0.22,23.63,0.76,211027,1.071B
Heritage Financial Corporation,HFWA,30.64,31.11,-0.47,18.57,1.65,97911,1.078B
Meliá Hotels International S.A.,MEL.MC,4.578,4.624,-0.05,0,-2.784,893608,1.008B

Inhibrx Inc.,INBX,24.64,24.02,0.62,0,-2.07,608083,935.211M
Uniper SE,UN01.DE,2.588,2.638,-0.05,2.39,1.085,802862,947.105M
Preferred Bank,PFBC,74.62,75.48,-0.86,14.96,4.99,79713,1.095B
Tejas Networks Limited,TEJASNET.NS,578.35,568.6,9.75,144.95,3.99,232820,66.016B
Atos SE,ATO.PA,9.01,9.17,-0.16,1.79,5.05,603736,996.259M
Danaos Corporation,DAC,52.66,54.63,-1.97,8.16,6.45,215347,1.085B
SpartanNash Company,SPTN,30.24,30.9,-0.66,14.28,2.12,235076,1.087B
PDF Solutions Inc.,PDFS,28.52,28.37,0.15,0,-1.17,76857,1.065B
Golden Entertainment Inc.,GDEN,37.4,37.49,-0.09,0,-4.87,207116,1.087B
Consensus Cloud Solutions Inc.,CCSI,53.76,54.04,-0.28,8.79,6.11,52327,1.07B
Franklin BSP Realty Trust Inc.,FBRT,12.9,12.89,0.01,5.45,2.37,327566,566.973M
CVR Partners LP,UAN,100.58,100.23,0.35,0,-9.32,114743,1.074B
Sapiens International Corporation N.V.,SPNS,18.48,18.56,-0.08,28.43,0.65,98308,1.013B
uniQure N.V.,QURE,22.67,22.67,0.0,0,-2.81,370731,1.048B
Playa Hotels & Resorts N.V.,PLYA,6.53,6.37,0.16,0,-1.98,1890272,1.073B
Cancom SE,COK.F,27.58,27.28,0.3,17.24,1.6,110,1.066B
Brandywine Realty Trust,BDN,6.15,6.21,-0.06,3.45,1.78,1728599,1.052B
Tuya Inc.,TUYA,1.91,1.88,0.03,0,-0.359,1199345,1.069B
Modern Times Group MTG AB (publ),MTG-B.ST,89.1,92.0,-2.9,0,-2.67,129016,9.837B
Select Energy Services Inc.,WTTR,9.24,9.0,0.24,0,-3.98,560907,1.02B
Eckert & Ziegler Strahlen- und Medizintechnik AG,EUZ.F,46.58,46.02,0.56,41.96,1.11,170,966.828M
Diamond Offshore Drilling Inc.,DO,10.4,10.13,0.27,0,0,1426444,N/A
Galaxy Surfactants Limited,GALAXYSURF.NS,2458.35,2477.85,-19.5,30.44,80.75,30420,87.16B
U.S. Physical Therapy Inc.,USPH,81.03,80.4,0.63,32.73,2.48,96358,1.046B
MoneyGram International Inc.,MGI,10.89,10.9,-0.01,0,-0.1,843177,998.487M
Aclaris Therapeutics Inc.,ACRS,15.75,16.13,-0.38,0,-1.2,300731,964.33M
Westshore Terminals Investment Corporation,WTE.TO,22.43,22.63,-0.2,11.43,1.96,42575,1.419B
Merchants Bancorp,MBIN,24.32,24.22,0.1,3.44,7.06,38579,700.061M
AdvanSix Inc.,ASIX,38.02,38.37,-0.35,16.41,2.32,122633,1.07B
Doosan Corporation,000150.KS,83100.0,83600.0,-500.0,0,0,73826,1.36T
Teekay Tankers Ltd.,TNK,30.81,30.13,0.68,11.99,2.57,272141,1.041B
