Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Marksans Pharma Limited,MARKSANS.NS,58.25,58.35,-0.1,11.73,4.97,1180158,23.843B
Gatos Silver Inc.,GATO,4.09,4.14,-0.05,0,-0.207,89555,282.76M
Arvind Limited,ARVIND.NS,89.65,87.95,1.7,0,-3.17,1038138,23.362B
SpiceJet Limited,SPICEJET.NS,38.75,38.0,0.75,0,-26.45,4357476,23.304B
Franklin Street Properties Corp.,FSP,2.73,2.76,-0.03,8.98,0.304,509847,288.378M
Timberland Bancorp Inc.,TSBK,34.13,33.68,0.45,10.56,3.23,6011,285.147M
Granite Point Mortgage Trust Inc.,GPMT,5.36,5.34,0.02,0,-0.74,811789,288.312M
Silicom Ltd.,SILC,42.15,42.6,-0.45,43.5,0.97,13931,290.061M
NI Holdings Inc.,NODK,13.27,13.68,-0.41,7.21,1.84,3850,281.762M
Gravity Co. Ltd.,GRVY,40.32,40.82,-0.5,5.0,8.07,16715,280.18M
Concert Pharmaceuticals Inc.,CNCE,5.84,5.41,0.43,0,-2.38,707799,202.413M
Investors Title Company,ITIC,147.55,148.0,-0.45,7.09,20.8,1738,279.477M
SRA Holdings Inc.,3817.T,3030.0,3020.0,10.0,14.16,213.93,12700,37.381B
Focus Universal Inc.,FCUV,6.41,6.42,-0.01,0,-0.06,49762,277.295M
NACCO Industries Inc.,NC,38.0,37.77,0.23,18.1,2.1,70135,272.604M
The Honest Company Inc. Common Stock,HNST,3.01,3.03,-0.02,0,-0.599,605021,273.996M
McEwen Mining Inc.,MUX,5.86,5.83,0.03,0,-0.38,309100,2.691B
MVB Financial Corp.,MVBF,22.02,22.13,-0.11,6.03,3.65,11481,265.861M
F45 Training Holdings Inc.,FXLV,2.85,2.8,0.05,0,-5.297,332950,258.081M
Azure Power Global Limited,AZRE,4.31,4.37,-0.06,0,-0.504,143430,208.314M
PetIQ Inc.,PETQ,9.22,9.17,0.05,0,-3.15,197719,268.626M
Electrosteel Castings Limited,ELECTCAST.NS,38.45,38.5,-0.05,0,-3.48,1189053,16.67B
ASA Gold and Precious Metals Limited,ASA,14.31,14.4,-0.09,1.77,8.08,68535,276.038M
Fire Rock Holdings Limited,1909.HK,0.56,0.51,0.05,0,0,40152000,2.15B
G1 Therapeutics Inc.,GTHX,5.43,5.46,-0.03,0,-2.62,989044,230.895M
Park Aerospace Corp.,PKE,13.41,12.88,0.53,44.4,0.3,164572,274.344M
Omega Therapeutics Inc.,OMGA,5.71,5.75,-0.04,0,-5.03,34966,272.795M
Ranger Energy Services Inc.,RNGR,11.01,11.12,-0.11,0,-1.21,23073,274.944M
LendingTree Inc.,TREE,21.33,20.59,0.74,0,-3.35,316435,284.446M
Honda India Power Products Limited,HONDAPOWER.NS,2224.6,2245.4,-20.8,59.02,37.69,17077,22.575B
WW International Inc.,WW,3.86,3.85,0.01,3.61,1.07,991178,270.281M
Satellogic Inc.,SATL,3.05,3.1,-0.05,0,0,13704,N/A
Actinium Pharmaceuticals Inc.,ATNM,10.65,10.44,0.21,0,-1.83,286858,234.628M
Clipper Realty Inc.,CLPR,6.4,6.31,0.09,0,-0.31,150109,102.804M
Sonder Holdings Inc.,SOND,1.24,1.14,0.1,0,0,829524,N/A
Rupa & Company Limited,RUPA.NS,281.3,279.55,1.75,21.29,13.21,129949,22.391B
Tilly's Inc.,TLYS,9.05,9.1,-0.05,0,-0.04,215477,280.239M
Western Copper and Gold Corporation,WRN,1.78,1.81,-0.03,0,-0.014,104297,274.707M
Lesaka Technologies Inc.,LSAK,4.55,4.34,0.21,0,0,348506,N/A
Kinnate Biopharma Inc.,KNTE,6.1,5.77,0.33,0,-2.11,64840,266.546M
Regional Management Corp.,RM,28.08,27.93,0.15,5.32,5.28,18915,278.323M
PolyMet Mining Corp.,PLM,2.65,2.6,0.05,0,-0.207,50226,269.404M
FriendTimes Inc.,6820.HK,0.96,0.96,0.0,0,0,88000,2.094B
Prime Focus Limited,PFOCUS.NS,74.1,76.9,-2.8,0,-0.28,38116,22.236B
Performant Financial Corporation,PFMT,3.61,3.45,0.16,0,-0.26,345667,249.611M
Confidence Petroleum India Limited,CONFIPET.NS,78.1,77.7,0.4,80.1,0.98,941564,22.181B
Genie Energy Ltd.,GNE,10.34,10.88,-0.54,23.5,0.44,86091,271.016M
First Western Financial Inc.,MYFW,28.15,27.99,0.16,7.73,3.64,24946,263.773M
Foghorn Therapeutics Inc.,FHTX,6.38,6.45,-0.07,0,-2.69,78069,262.173M
Addiko Bank AG,ZYE1.F,12.5,12.45,0.05,178.57,0.07,94,250.972M
PCF Group Spólka Akcyjna,PCF.WA,39.2,39.0,0.2,44.04,0.89,1408,1.174B
Chicago Atlantic Real Estate Finance Inc.,REFI,15.07,15.0,0.07,0,0,53260,263.026M
Sequent Scientific Limited,SEQUENT.NS,87.6,86.1,1.5,22.47,3.9,641799,21.777B
Puravankara Limited,PURVA.NS,91.85,87.25,4.6,79.18,1.16,677142,21.782B
ProQR Therapeutics N.V.,PRQR,3.7,3.37,0.33,0,-0.96,2391860,264.308M
BARK Inc.,BARK,1.49,1.48,0.01,0,-0.437,608420,264.079M
Zevia PBC,ZVIA,4.09,4.13,-0.04,0,-1.321,91194,263.928M
American Battery Technology Company,ABML,0.4069,0.4124,-0.01,0,-0.054,2520546,263.896M
tinyBuild Inc.,8Z3.F,1.21,1.22,-0.01,20.17,0.06,500,251.431M
Accelya Solutions India Limited,ACCELYA.NS,1455.65,1470.65,-15.0,22.86,63.69,13582,21.727B
Lordstown Motors Corp.,RIDE,1.14,1.11,0.03,0,-2.012,4878239,262.079M
Groupon Inc.,GRPN,8.58,7.57,1.01,4.19,2.05,3226356,261.153M
Aenza S.A.A.,AENZ,3.25,3.1,0.15,0,-0.215,12504,259.346M

Rigel Pharmaceuticals Inc.,RIGL,1.5,1.36,0.14,0,-0.176,3283367,256.509M
Stellus Capital Investment Corporation,SCM,13.26,13.21,0.05,12.79,1.04,48445,258.384M
Full House Resorts Inc.,FLL,7.52,7.61,-0.09,1504.0,0.0,79058,257.391M
Neuland Laboratories Limited,NEULANDLAB.NS,1666.95,1688.75,-21.8,39.58,42.12,16995,21.418B
Casa Systems Inc.,CASA,2.73,2.66,0.07,8.05,0.339,281118,234.797M
Blade Air Mobility Inc.,BLDE,3.58,3.69,-0.11,0,-0.934,549496,252.579M
RattanIndia Power Limited,RTNPOWER.NS,3.95,3.95,0.0,0,-3.083,4903494,21.182B
Quantum-Si incorporated,QSI,1.83,1.82,0.01,0,-0.55,1000087,251.471M
OrganiGram Holdings Inc.,OGI,0.8,0.7517,0.05,0,-0.929,1241731,250.467M
Daseke Inc.,DSKE,5.69,5.74,-0.05,284.5,0.02,328658,355.564M
Wheels Up Experience Inc.,UP,1.03,1.02,0.01,0,-0.624,4330607,253.112M
Asiasoft Corporation Public Company Limited,AS.BK,17.4,16.8,0.6,23.51,0.74,8621205,7.941B
DHI Group Inc.,DHX,5.29,5.27,0.02,0,-0.62,392798,262.078M
Noodles & Company,NDLS,5.49,5.5,-0.01,0,-0.44,88957,250.835M
Sundaram Finance Holdings Limited,SUNDARMHLD.NS,94.1,92.75,1.35,21.94,4.29,56919,15.998B
Southern States Bancshares Inc.,SSBK,28.95,27.96,0.99,12.9,2.24,1980,260.922M
Gulf Oil Lubricants India Limited,GULFOILLUB.NS,423.3,424.8,-1.5,12.1,34.99,14858,21.353B
J.Jill Inc.,JILL,24.8,23.88,0.92,0,-15.22,127832,247.703M
Pure Cycle Corporation,PCYO,10.48,10.49,-0.01,13.27,0.79,56033,250.669M
First Guaranty Bancshares Inc.,FGBI,23.45,24.1,-0.65,10.62,2.21,2362,251.276M
Alpine Income Property Trust Inc.,PINE,19.08,18.8,0.28,103.14,0.19,134576,215.663M
Holley Inc.,HLLY,2.12,2.03,0.09,0,-0.062,629415,245.509M
NACL Industries Limited,NACLIND.NS,104.5,102.25,2.25,50.95,2.05,3323351,21.205B
Lands' End Inc.,LE,7.59,6.91,0.68,23.0,0.33,532083,250.343M
MSTC Limited,MSTCLTD.NS,294.35,289.45,4.9,49.56,5.94,177819,20.722B
Air Busan Co. Ltd.,298690.KS,2725.0,2875.0,-150.0,0,0,4581566,528.138B
Workhorse Group Inc.,WKHS,1.52,1.5,0.02,2.17,0.7,4834088,237.099M
Third Coast Bancshares Inc.,TCBX,18.43,18.64,-0.21,9.4,1.96,22230,246.053M
Hovnanian Enterprises Inc.,HOV,42.08,43.0,-0.92,3.83,11.0,88980,263.208M

Central Valley Community Bancorp,CVCY,21.18,21.1,0.08,12.47,1.7,18558,253.906M
Jain Irrigation Systems Limited,JISLDVREQS.NS,19.15,18.9,0.25,0,-14.92,18513,16.109B
Orrstown Financial Services Inc.,ORRF,23.16,23.24,-0.08,8.1,2.86,36765,259.543M
Parke Bancorp Inc.,PKBK,20.74,20.68,0.06,8.12,2.55,12659,246.684M
Vicarious Surgical Inc.,RBOT,2.02,2.0,0.02,0,-5.161,389720,239.62M
Nacon S.A.,NACON.PA,2.6,2.63,-0.03,12.32,0.211,39181,224.191M
Filatex India Limited,FILATEX.NS,46.0,44.1,1.9,6.16,7.47,407251,10.373B
BayCom Corp,BCML,18.98,19.03,-0.05,14.39,1.32,9738,202.811M
Eurobio Scientific Société anonyme,ALERS.PA,20.36,20.72,-0.36,2.85,7.15,15995,230.948M
VA Tech Wabag Limited,WABAG.NS,327.65,327.4,0.25,19.66,16.67,138526,20.383B
Annexon Inc.,ANNX,5.17,4.97,0.2,0,-3.04,162928,198.398M
Apollo Pipes Limited,APOLLOPIPE.NS,517.6,510.25,7.35,15.25,33.93,55252,20.398B
Radiant Logistics Inc.,RLGT,5.09,5.22,-0.13,21.75,0.23,60119,253.102M
Time Technoplast Limited,TIMETECHNO.NS,89.9,91.85,-1.95,22.83,3.94,796547,20.357B
SEACOR Marine Holdings Inc.,SMHI,9.16,8.89,0.27,0,-3.18,24814,223.28M
Overseas Shipholding Group Inc.,OSG,2.89,2.89,0.0,8.76,0.33,297553,251.923M
Outlook Therapeutics Inc.,OTLK,1.08,1.07,0.01,0,-0.47,472451,242.202M

Somany Ceramics Limited,SOMANYCERA.NS,474.95,468.7,6.25,115.73,4.1,14614,20.139B
Rallybio Corporation,RLYB,6.57,6.25,0.32,0,-5.11,69172,211.094M
ZimVie Inc.,ZIMV,9.34,9.23,0.11,0,0,388927,N/A
908 Devices Inc.,MASS,7.62,7.46,0.16,0,-1.3,256724,236.6M
Eastman Kodak Company,KODK,3.05,3.05,0.0,0,-9.774,971411,239.889M
Fabasoft AG,FAA.DE,20.5,20.55,-0.05,20.96,0.98,1578,225.5M
Qudian Inc.,QD,0.953,0.9697,-0.02,1.72,0.554,982505,241.193M
Acrivon Therapeutics Inc.,ACRV,11.52,12.0,-0.48,0,0,9439,N/A
Oil-Dri Corporation of America,ODC,33.54,33.33,0.21,13.6,2.47,2763,248.683M
M M Forgings Limited,MMFL.NS,821.4,831.4,-10.0,172.02,4.78,9839,19.829B
Betterware de México S.A.P.I. de C.V.,BWMX,6.42,6.42,0.0,2.93,2.19,43447,234.876M
OneConnect Financial Technology Co. Ltd.,OCFT,5.31,5.42,-0.11,0,-0.55,26517,2.071B
Emerald Holding Inc.,EEX,3.54,3.45,0.09,0,-1.397,11733,248.273M
Adaptimmune Therapeutics plc,ADAP,1.46,1.36,0.1,0,-0.913,303723,228.058M
Enad Global 7 AB (publ),EG7.ST,28.0,27.92,0.08,0,-1.8,194837,2.439B
GrowGeneration Corp.,GRWG,3.92,4.13,-0.21,35.64,0.11,1844217,234.447M
Eargo Inc.,EAR,0.575,0.5983,-0.02,0,-1.651,481420,22.576M
Burning Rock Biotech Limited,BNR,2.25,2.17,0.08,0,-1.059,86436,235.233M
Kimball International Inc.,KBAL,6.5,6.46,0.04,10.38,0.63,132765,237.678M
Prenetics Global Limited,PRE,2.0,1.98,0.02,0,0,74207,N/A
Cian PLC,CIAN,3.4,3.31,0.09,0,-0.416,0,234.744M
Willdan Group Inc.,WLDN,17.85,17.83,0.02,0,-1.23,16986,228.334M
Molecular Partners AG,MOLN,6.55,6.59,-0.04,0,-2.43,11341,215.162M
HIL Limited,HIL.NS,2598.1,2562.35,35.75,8.82,294.68,5837,19.522B
Solo Brands Inc.,DTC,3.72,3.59,0.13,0,-0.006,236711,235.839M
Subros Limited,SUBROS.NS,299.25,306.95,-7.7,51.71,5.79,48988,19.522B
Voyager Therapeutics Inc.,VYGR,6.1,5.65,0.45,6.22,0.98,124360,231.54M
Cantabil Retail India Limited,CANTABIL.NS,1193.3,1199.0,-5.7,280.64,4.25,15906,19.496B
Ten Square Games S.A.,1HQ.F,25.54,24.86,0.68,0,0,100,185.607M
Homeland Interactive Technology Ltd.,3798.HK,1.42,1.4,0.02,0,0,14000,1.822B
Generation Bio Co.,GBIO,3.93,3.81,0.12,0,-2.098,198836,223.656M
Bank7 Corp.,BSVN,25.6,25.5,0.1,12.19,2.1,4341,232.228M
ORIC Pharmaceuticals Inc.,ORIC,5.89,5.28,0.61,0,-2.31,714836,231.959M
Jagran Prakashan Limited,JAGRAN.NS,73.15,72.3,0.85,33.07,2.21,166503,19.317B
American Public Education Inc.,APEI,12.29,12.7,-0.41,9.83,1.25,65338,229.936M
Ocwen Financial Corporation,OCN,30.58,30.81,-0.23,0,-4.59,17460,281.359M
Vuzix Corporation,VUZI,3.64,3.6,0.04,0,-0.525,772190,231.619M
GigaCloud Technology Inc.,GCT,5.69,5.6,0.09,0,0,49967,N/A
Tactile Systems Technology Inc.,TCMD,11.48,11.68,-0.2,0,-0.08,136679,227.568M
V.S.T. Tillers Tractors Limited,VSTTILLERS.NS,2202.25,2182.3,19.95,25.55,86.19,3097,19.026B
Ponce Financial Group Inc.,PDLB,9.32,9.2,0.12,20.67,0.45,56998,156.915M
Motorcar Parts of America Inc.,MPAA,11.86,11.84,0.02,18.25,0.65,77275,227.767M
Kaltura Inc.,KLTR,1.72,1.69,0.03,0,-2.023,105383,218.223M
Vadilal Industries Limited,VADILALIND.NS,2629.9,2635.15,-5.25,0,-36.1,7175,18.971B
Innovid Corp.,CTV,1.71,1.61,0.1,0,-4.27,204896,203.391M
CompX International Inc.,CIX,18.48,18.61,-0.13,22.29,0.83,1273,232.979M
Codorus Valley Bancorp Inc.,CVLY,23.8,23.5,0.3,15.22,1.56,9191,226.924M
Commercial Vehicle Group Inc.,CVGI,6.81,6.87,-0.06,0,-1.2,20356,224.583M
Immersion Corporation,IMMR,7.03,6.95,0.08,37.0,0.19,153792,232.171M
Bankwell Financial Group Inc.,BWFG,29.43,29.41,0.02,22.76,1.29,8673,230.814M
Gati Limited,GATI.NS,144.25,147.7,-3.45,0,-10.41,436094,17.738B
Upland Software Inc.,UPLD,7.13,7.03,0.1,0,-1.92,237501,217.655M
Consolidated Water Co. Ltd.,CWCO,14.8,15.18,-0.38,62.18,0.24,40937,225.118M
Absa Bank Limited,ABSP.JO,86499.0,86190.0,309.0,32977.12,2.62,1,387.776B
Semler Scientific Inc.,SMLR,33.0,33.14,-0.14,16.41,2.01,26965,223.004M
The Community Financial Corporation,TCFC,39.9,39.58,0.32,11.95,3.34,1888,228.435M
Markforged Holding Corporation,MKFG,1.16,1.17,-0.01,0,-0.049,764727,215.587M
Terran Orbital Corporation,LLAP,1.58,1.43,0.15,0,0,925727,N/A
gumi Inc.,3903.T,1029.0,960.0,69.0,10.8,95.29,14607500,30.013B
Nautilus Biotechnology Inc.,NAUT,1.8,1.73,0.07,0,-0.971,92713,223.501M
First Internet Bancorp,INBK,24.28,24.34,-0.06,7.1,3.42,25016,239.259M
Akatsuki Inc.,3932.T,2212.0,2185.0,27.0,5.06,436.8,53600,29.943B
Dakota Gold Corp.,DC,3.05,3.27,-0.22,0,0,166840,N/A
TROOPS Inc.,TROO,2.1842,2.06,0.12,0,-0.664,20272,221.91M
Zengame Technology Holding Limited,2660.HK,1.68,1.69,-0.01,0,0,1226000,1.709B
Force Motors Limited,FORCEMOT.NS,1386.0,1389.4,-3.4,0,-48.5,16104,18.262B
TrueCar Inc.,TRUE,2.51,2.45,0.06,3.49,0.72,195226,240.764M

Portman Ridge Finance Corporation,PTMN,23.0,21.88,1.12,36.51,0.63,60110,222.643M
Acumen Pharmaceuticals Inc.,ABOS,5.4,5.37,0.03,0,-9.31,42105,218.54M
Alembic Limited,ALEMBICLTD.NS,71.2,71.25,-0.05,4.73,15.05,140799,18.283B
Information Services Group Inc.,III,4.6,4.66,-0.06,17.69,0.26,115444,225.368M
Texmaco Rail & Engineering Limited,TEXRAIL.NS,56.7,57.1,-0.4,0,-4.8,1416529,18.25B
TELA Bio Inc.,TELA,11.5,11.08,0.42,0,-2.23,37978,166.791M
Brightcove Inc.,BCOV,5.23,5.27,-0.04,29.89,0.17,86090,214.905M
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS,137.35,135.7,1.65,41.21,3.33,165444,18.164B
Alpha Tau Medical Ltd.,DRTS,3.18,3.215,-0.03,0,0,34110,N/A
HireQuest Inc.,HQI,15.81,15.09,0.72,19.84,0.8,47436,217.152M
Territorial Bancorp Inc.,TBNK,24.01,23.86,0.15,11.54,2.08,5979,223.871M
Geox S.p.A.,GEO.MI,0.803,0.805,-0.0,0,-0.502,123209,204.934M
Maruzen Co. Ltd.,5982.T,1805.0,1815.0,-10.0,11.66,154.77,800,29.21B
The Container Store Group Inc.,TCS,4.31,4.3,0.01,5.89,0.732,442807,218.285M
