Company,Ticker,Market Cap,Price,Daily Change (%),Country
Hangzhou Electronic Soul Network Technology,603258.SS,770000000.0,3.14,4.14,China
Dorian LPG,LPG,770000000.0,19.1,1.7,USA
ESAB India,ESABINDIA.NS,760000000.0,49.77,1.49,India
Stratasys,SSYS,760000000.0,11.52,4.07,Israel
Pharming Group,PHAR,760000000.0,11.31,2.84,Netherlands
Bombay Burmah,BBTC.NS,760000000.0,10.99,0.02,India
Yatsen Holding,YSG,760000000.0,1.37,6.2,China
Aspen Aerogels,ASPN,760000000.0,11.57,7.23,USA
Bioceres Crop Solutions,BIOX,760000000.0,12.19,1.41,Argentina
Univest,UVSP,760000000.0,26.16,1.28,USA
Alabama Power,ALP-PQ,760000000.0,25.03,0.08,USA
GoPro,GPRO,760000000.0,4.9,2.94,USA
The First Bancshares,FBMS,760000000.0,31.78,1.44,USA
SLR Investment,SLRC,760000000.0,13.94,0.87,USA
Ranger Oil,ROCC,760000000.0,39.96,3.1,USA
Symphony Limited,SYMPHONY.NS,760000000.0,10.9,0.89,India
REV Group,REVG,760000000.0,12.73,0.95,USA
Nextdoor,KIND,760000000.0,2.06,7.85,USA
Mercer International,MERC,760000000.0,11.51,0.26,Canada
HealthStream,HSTM,760000000.0,24.9,1.18,USA
Simulations Plus,SLP,760000000.0,37.46,2.49,USA
Century Aluminum,CENX,760000000.0,8.33,9.61,USA
MYT Netherlands Parent (Mytheresa),MYTE,760000000.0,8.98,7.42,Germany
CrossAmerica Partners,CAPL,750000000.0,20.01,0.45,USA
Softchoice,SFTC.TO,750000000.0,12.95,2.04,Canada
Ellington Financial,EFC,750000000.0,12.55,2.7,USA
Theravance Biopharma,TBPH,750000000.0,11.24,0.63,Cayman Islands
UB Properties,UBA,750000000.0,18.97,1.83,USA
Hanmi Financial,HAFC,750000000.0,24.8,1.81,USA
POINT Biopharma,PNT,750000000.0,7.14,5.78,USA
Northfield Bancorp,NFBK,750000000.0,15.79,1.15,USA
LivePerson,LPSN,750000000.0,10.01,6.38,USA
Standard Motor Products (SMP),SMP,750000000.0,34.94,0.95,USA
Bristow Group,VTOL,750000000.0,26.9,6.66,USA
Aerie Pharmaceuticals,AERI,750000000.0,15.25,0.0,USA
Shenzhen Zqgame,300052.SZ,750000000.0,2.87,1.62,China
Forestar Group,FOR,750000000.0,15.12,2.93,USA
ARMOUR Residential REIT,ARR,750000000.0,5.69,1.79,USA
Gladstone Commercial,GOOD,750000000.0,18.63,1.31,USA
Vitru,VTRU,740000000.0,22.4,1.77,Brazil
Cerence,CRNC,740000000.0,18.76,2.74,USA
flatexDEGIRO AG,FTK.DE,740000000.0,6.8,1.15,Germany
Samyang Foods,003230.KS,740000000.0,100.12,1.55,S. Korea
QuinStreet,QNST,740000000.0,13.92,2.81,USA
iHeartMedia,IHRT,740000000.0,6.13,0.49,USA
Al Moammar Information Systems,7200.SR,740000000.0,24.81,0.85,Saudi Arabia
SMART Global Holdings,SGH,740000000.0,15.11,2.86,USA
BEML,BEML.NS,740000000.0,17.83,0.46,India
Cadre,CDRE,740000000.0,19.87,1.69,USA
ScanSource,SCSC,740000000.0,29.26,2.56,USA
Dah Sing Financial,0440.HK,740000000.0,2.32,0.56,Hong Kong
Quess,QUESS.NS,740000000.0,4.99,0.4,India
Gogoro,GGR,730000000.0,3.09,2.22,Taiwan
Belite Bio,BLTE,730000000.0,29.72,0.27,USA
Karooooo,KARO,730000000.0,23.85,5.3,Singapore
Deluxe,DLX,730000000.0,17.11,3.89,USA
Ingersoll Rand India,INGERRAND.NS,730000000.0,23.25,1.14,India
Property For Industry,PFI.NZ,730000000.0,1.46,0.0,New Zealand
JBM Auto,JBMA.NS,730000000.0,6.21,0.2,India
CTI BioPharma,CTIC,730000000.0,5.79,4.51,USA
THG (The Hut Group),THG.L,730000000.0,0.54,0.64,UK
UP Fintech (Tiger Brokers),TIGR,730000000.0,4.77,0.63,China
Azul,AZUL,730000000.0,6.22,1.58,Brazil
Hanger,HNGR,730000000.0,18.72,0.0,USA
Movado,MOV,730000000.0,31.98,2.43,USA
VTEX,VTEX,730000000.0,3.82,2.14,UK
Sunlight REIT,0435.HK,730000000.0,0.43,0.88,Hong Kong
Edelweiss Financial Services,EDELWEISS.NS,730000000.0,0.77,1.75,India
Jubilant Pharmova,JUBLPHARMA.NS,720000000.0,4.58,0.69,India
Expensify,EXFY,720000000.0,8.83,4.74,USA
MultiPlan,MPLN,720000000.0,1.14,3.39,USA
TCG BDC,CGBD,720000000.0,14.17,1.5,USA
Taboola.com,TBLA,720000000.0,2.87,12.99,USA
indie Semiconductor,INDI,720000000.0,5.81,0.17,USA
Old Second Bancorp,OSBC,720000000.0,16.31,0.87,USA
ATN International,ATNI,720000000.0,46.11,1.68,USA
CBL Properties,CBL,720000000.0,22.82,0.4,USA
Repay Holdings,RPAY,720000000.0,8.01,4.57,USA
Slam Corp,SLAM,720000000.0,10.11,0.15,USA
Sana Biotechnology,SANA,720000000.0,3.79,14.85,USA
SunCoke Energy,SXC,720000000.0,8.66,2.0,USA
Merus,MRUS,720000000.0,15.59,6.2,Netherlands
Via S.A.,VIIA3.SA,720000000.0,0.46,2.04,Brazil
Membership Collective,MCG,720000000.0,3.65,14.06,UK
Banco Latinoamericano de Comercio Exterior,BLX,720000000.0,16.09,1.0,Panama
IDT Corporation,IDT,720000000.0,28.23,2.02,USA
IES Holdings,IESC,710000000.0,35.51,3.11,USA
Opendoor,OPEN,710000000.0,1.13,7.62,USA
TrustCo Bank,TRST,710000000.0,37.57,0.8,USA
Tokmanni,TOKMAN.HE,710000000.0,12.17,0.88,Finland
Viking Therapeutics,VKTX,710000000.0,9.32,3.67,USA
4D Molecular Therapeutics,FDMT,710000000.0,22.06,2.18,USA
ANI Pharmaceuticals,ANIP,710000000.0,40.93,4.47,USA
Cimpress,CMPR,710000000.0,27.24,5.83,Ireland
Olvi plc,OLVAS.HE,710000000.0,34.41,1.68,Finland
Anavex Life Sciences,AVXL,710000000.0,9.13,11.48,USA
Ferroglobe,GSM,710000000.0,3.8,2.98,UK
Mirum Pharmaceuticals,MIRM,710000000.0,19.29,6.69,USA
PAR Technology,PAR,710000000.0,26.06,6.41,USA
Vertical Aerospace,EVTL,700000000.0,3.37,9.65,UK
Maverix Metals,MMX,700000000.0,4.81,2.43,Canada
IonQ,IONQ,700000000.0,3.54,13.46,USA
Agenus,AGEN,700000000.0,2.31,6.45,USA
NextDecade Corp,NEXT,700000000.0,4.86,2.97,USA
Amalgamated Financial,AMAL,700000000.0,22.86,2.01,USA
SP Plus Corporation,SP,700000000.0,34.76,3.33,USA
iDreamSky,1119.HK,700000000.0,0.5,3.48,China
Allakos,ALLK,700000000.0,8.22,11.08,USA
ITM Power,ITM.L,700000000.0,1.13,1.44,UK
Aerovate Therapeutics,AVTE,700000000.0,28.46,4.25,USA
Seres Therapeutics,MCRB,690000000.0,5.61,9.14,USA
United Fire Group,UFCS,690000000.0,27.73,1.28,USA
DocGo,DCGO,690000000.0,6.82,4.76,USA
NerdWallet,NRDS,690000000.0,9.39,6.95,USA
Rain Industries,RAIN.NS,690000000.0,2.07,1.21,India
Anywhere Real Estate,HOUS,690000000.0,6.37,9.08,USA
MBIA,MBI,690000000.0,12.68,0.31,USA
SPARC,SPARC.NS,690000000.0,2.53,0.81,India
i-80 Gold,IAUX,690000000.0,2.89,0.35,USA
Norwegian Air Shuttle,NAS.OL,690000000.0,0.75,1.9,Norway
IGM Biosciences,IGMS,690000000.0,16.22,3.58,USA
Farmland Partners,FPI,690000000.0,12.42,1.06,USA
Eagle Bulk Shipping,EGLE,690000000.0,50.58,1.42,USA
PropertyGuru,PGRU,690000000.0,4.28,0.23,Singapore
Maxeon Solar Technologies,MAXN,690000000.0,15.37,0.26,Singapore
HarborOne Bancorp,HONE,690000000.0,14.06,1.01,USA
Gujarat Alkalies and Chemicals,GUJALKALI.NS,690000000.0,9.42,5.72,India
iTeos Therapeutics,ITOS,690000000.0,19.44,2.42,USA
Kearny Financial,KRNY,690000000.0,10.23,0.39,USA
Heska Corporation,HSKA,690000000.0,63.85,3.08,USA
Converge Technology Solutions,CTS.TO,690000000.0,3.29,0.22,Canada
Mahindra Lifespaces,MAHLIFE.NS,680000000.0,4.45,0.03,India
Delta Corp,DELTACORP.NS,680000000.0,2.57,2.36,India
MarineMax,HZO,680000000.0,31.46,4.8,USA
Protolabs,PRLB,680000000.0,25.34,4.71,USA
Hypoport,HYQ.F,680000000.0,105.16,0.87,Germany
MMTC,MMTC.NS,680000000.0,0.46,1.62,India
Wirtualna Polska (WP Holding),WPL.WA,680000000.0,23.37,1.98,Poland
Orient Electric,ORIENTELEC.NS,680000000.0,3.22,3.16,India
CEWE,CWC.F,680000000.0,94.23,1.03,Germany
Johnson Outdoors,JOUT,680000000.0,66.83,3.13,USA
OTC Markets Group,OTCM,670000000.0,57.25,0.47,USA
Zeal Network,TIMA.F,670000000.0,30.36,0.71,Germany
Religare,RELIGARE.NS,670000000.0,2.1,0.57,India
PubMatic,PUBM,670000000.0,12.9,3.53,USA
Genius Sports,GENI,670000000.0,3.29,4.78,UK
Riverstone Holdings,AP4.SI,670000000.0,0.46,3.15,Singapore
New Gold,NGD,670000000.0,0.99,0.69,Canada
Amprius Technologies,AMPX,670000000.0,8.0,0.25,USA
DIC Asset,DIC.DE,670000000.0,8.12,0.26,Germany
Ethan Allen,ETD,670000000.0,26.64,1.18,USA
Forrester Research,FORR,670000000.0,35.43,2.64,USA
Gorman-Rupp,GRC,670000000.0,25.79,2.54,USA
edenor,EDN,670000000.0,7.83,2.09,Argentina
iStar,STAR,670000000.0,7.75,2.92,USA
MapmyIndia,MAPMYINDIA.NS,670000000.0,12.61,0.16,India
Gaotu Techedu,GOTU,670000000.0,2.59,8.48,China
Tango Therapeutics,TNGX,670000000.0,7.6,5.56,USA
Seritage Growth Properties,SRG,660000000.0,11.78,1.03,USA
Shoe Carnival,SCVL,660000000.0,24.63,5.48,USA
Jin Air,272450.KS,660000000.0,12.97,4.36,S. Korea
ChannelAdvisor,ECOM,660000000.0,23.09,0.04,USA
Horizon Bancorp,HBNC,660000000.0,15.17,0.66,USA
Accel Entertainment,ACEL,660000000.0,7.61,2.7,USA
Universal Health Realty Income Trust,UHT,660000000.0,48.16,1.37,USA
Algoma Steel,ASTL,660000000.0,6.35,4.27,Canada
AMC Networks,AMCX,660000000.0,15.44,6.63,USA
Immatics,IMTX,660000000.0,8.7,7.27,Germany
New Found Gold,NFGC,660000000.0,3.91,1.01,Canada
First Mid-Illinois Bancshares,FMBH,660000000.0,32.36,1.83,USA
Peapack-Gladstone Financial,PGC,660000000.0,36.87,1.29,USA
Global Medical REIT,GMRE,660000000.0,9.47,2.27,USA
Franklin Covey,FC,650000000.0,47.47,1.32,USA
Office Properties Income Trust,OPI,650000000.0,13.58,0.74,USA
Enfusion,ENFN,650000000.0,9.56,4.71,USA
Rover,ROVR,650000000.0,3.58,2.29,USA
Advantage Solutions,ADV,650000000.0,2.05,10.22,USA
Delegat,DGL.NZ,650000000.0,6.47,2.0,New Zealand
Youdao,DAO,650000000.0,5.19,2.77,China
Metropolitan Bank Holding,MCB,650000000.0,58.32,1.25,USA
Bluelinx,BXC,650000000.0,72.29,3.92,USA
Pitney Bowes,PBI,650000000.0,3.75,3.59,USA
Badger Infrastructure Solutions,BDGI.TO,650000000.0,18.91,5.12,Canada
Kaiser (China) Culture,002425.SZ,650000000.0,0.68,4.4,China
INDUS Realty Trust,INDT,650000000.0,63.86,1.3,USA
Barrett Business Services,BBSI,650000000.0,93.48,2.09,USA
Enhabit,EHAB,650000000.0,13.11,0.85,USA
RAPT Therapeutics,RAPT,650000000.0,19.14,6.81,USA
TravelCenters of America,TA,640000000.0,43.76,2.77,USA
Thryv,THRY,640000000.0,18.84,3.29,USA
Kelly Services,KELYA,640000000.0,17.09,2.15,USA
Triumph Group,TGI,640000000.0,9.98,7.31,USA
TrueBlue,TBI,640000000.0,19.82,3.77,USA
Genco Shipping & Trading,GNK,640000000.0,15.32,1.32,USA
York Water,YORW,640000000.0,45.39,0.78,USA
Aedas Homes,AEDAS.MC,640000000.0,14.68,1.43,Spain
The Hackett Group,HCKT,640000000.0,20.39,1.44,USA
NHN Corp,181710.KS,640000000.0,19.63,0.0,S. Korea
American Vanguard,AVD,640000000.0,21.84,0.32,USA
Sunway,5211.KL,640000000.0,0.36,0.62,Malaysia
Azerion Group,AZRN.AS,640000000.0,5.76,0.0,Netherlands
LiveChat Software,LVC.WA,640000000.0,24.92,0.72,Poland
Origin Materials,ORGN,640000000.0,4.49,6.15,USA
G-III Apparel Group,GIII,640000000.0,13.49,4.01,USA
NaaS Technology,NAAS,640000000.0,2.99,8.0,China
Godawari Power & Ispat,GPIL.NS,630000000.0,4.53,1.22,India
BrightView,BV,630000000.0,6.86,6.19,USA
Gladstone Land,LAND,630000000.0,18.26,1.22,USA
Nordic American Tankers,NAT,630000000.0,3.05,0.66,Bermuda
Qurate Retail Group,QRTEA,630000000.0,1.59,8.9,USA
G8 Education,GEM.AX,630000000.0,0.75,1.34,Australia
BigCommerce,BIGC,630000000.0,8.63,9.52,USA
CMGE Technology Group,0302.HK,630000000.0,0.23,11.11,China
Clearwater Paper,CLW,630000000.0,37.92,1.39,USA
SilverBow Resources,SBOW,630000000.0,28.47,5.02,USA
Hartalega,5168.KL,630000000.0,0.39,2.84,Malaysia
Repare Therapeutics,RPTX,630000000.0,15.11,5.08,Canada
Cerus,CERS,630000000.0,3.57,4.08,USA
Ebix,EBIX,630000000.0,20.49,7.67,USA
Orrön Energy,ORRON.ST,630000000.0,2.18,0.18,Sweden
NEUCA,NEU.WA,620000000.0,146.14,0.78,Poland
YG Entertainment,122870.KQ,620000000.0,34.57,2.45,S. Korea
Iguatemi,IGTI3.SA,620000000.0,0.5,0.38,Brazil
AMTD Digital,AMTD,620000000.0,1.6,0.0,Hong Kong
BJ's Restaurants,BJRI,620000000.0,26.81,1.51,USA
Indus Holding,INH.F,620000000.0,23.32,3.8,Germany
Eurowag,WPS.L,620000000.0,0.91,3.72,UK
Designer Brands,DBI,620000000.0,9.85,6.14,USA
Valhi,VHI,620000000.0,22.11,0.82,USA
RGP,RGP,620000000.0,18.5,0.98,USA
DRDGOLD,DRD,620000000.0,7.27,0.69,South Africa
Endeavour Silver,EXK,620000000.0,3.28,0.3,Canada
Vaibhav Global,VAIBHAVGBL.NS,620000000.0,3.78,0.24,India
Vital Farms,VITL,620000000.0,15.27,4.02,USA
DoubleUGames,192080.KS,620000000.0,37.25,1.66,S. Korea
Cass Information Systems,CASS,620000000.0,45.48,2.41,USA
Aurinia Pharmaceuticals,AUPH,620000000.0,4.37,5.3,Canada
Erasca,ERAS,610000000.0,4.12,4.04,USA
Mastek,MASTEK.NS,610000000.0,20.52,1.46,India
Editas Medicine,EDIT,610000000.0,8.98,7.93,USA
1-800-Flowers,FLWS,610000000.0,9.54,3.58,USA
Neowiz Games,095660.KQ,610000000.0,29.13,0.54,S. Korea
Berry Corporation,BRY,610000000.0,8.02,1.26,USA
sterling & wilson solar,SWSOLAR.NS,610000000.0,3.24,0.64,India
National Energy Services Reunited,NESR,610000000.0,6.73,2.75,USA
ASOS,ASC.L,610000000.0,6.14,3.03,UK
Exscientia,EXAI,610000000.0,4.99,16.59,UK
Kaman,KAMN,610000000.0,21.88,2.53,USA
Zensar,ZENSARTECH.NS,610000000.0,2.57,0.63,India
Rackspace Technology,RXT,610000000.0,2.9,11.54,USA
CareDx,CDNA,610000000.0,11.42,2.98,USA
SandRidge Energy,SD,610000000.0,16.58,1.97,USA
Anterix,ATEX,610000000.0,32.22,4.78,USA
Polyplex,POLYPLEX.NS,610000000.0,19.43,1.71,India
Guild Mortgage,GHLD,600000000.0,9.98,1.11,USA
Camden National Bank,CAC,600000000.0,41.78,1.41,USA
Wave Life Sciences,WVE,600000000.0,7.0,7.36,Singapore
Hikal,HIKAL.NS,600000000.0,4.91,11.06,India
Nano Dimension,NNDM,600000000.0,2.35,1.26,USA
Amneal Pharmaceuticals,AMRX,600000000.0,1.99,1.02,USA
Riley Permian,REPX,600000000.0,29.89,4.36,USA
COLOPL,3668.T,600000000.0,4.7,0.63,Japan
Chico's,CHS,600000000.0,4.81,4.57,USA
Dynex Capital,DX,600000000.0,12.97,2.21,USA
Ducommun,DCO,600000000.0,49.61,1.85,USA
VIB Vermögen,VIH1.F,590000000.0,21.56,2.54,Germany
Reliance Power,RPOWER.NS,590000000.0,0.18,1.75,India
Finnair,FIA1S.HE,590000000.0,0.42,0.96,Finland
Syrma SGS Technology,SYRMA.NS,590000000.0,3.38,3.79,India
Chatham Lodging Trust,CLDT,590000000.0,12.23,1.83,USA
BioXcel Therapeutics,BTAI,590000000.0,21.28,0.14,USA
Koppers,KOP,590000000.0,28.42,1.61,USA
CEVA,CEVA,590000000.0,25.6,3.56,USA
Stoneridge,SRI,590000000.0,21.71,4.78,USA
Virgin Orbit,VORB,590000000.0,1.76,1.12,USA
Couchbase,BASE,590000000.0,13.13,1.78,USA
VSE Corporation,VSEC,590000000.0,46.3,2.82,USA
Kirloskar Ferrous Industries,KIRLFER.NS,590000000.0,4.26,1.8,India
Emergent BioSolutions,EBS,590000000.0,11.85,6.56,USA
Hingham Institution for Savings,HIFS,590000000.0,275.49,3.26,USA
PDS Multinational,PDSMFL.NS,590000000.0,22.65,2.08,India
Rayonier Advanced Materials,RYAM,590000000.0,9.23,6.09,USA
Cara Therapeutics,CARA,580000000.0,10.98,8.61,USA
Bandwidth,BAND,580000000.0,23.26,2.74,USA
Sunteck Realty,SUNTECK.NS,580000000.0,4.0,0.94,India
ZeroFox,ZFOX,580000000.0,4.95,9.76,USA
Norma Group,NOEJ.F,580000000.0,18.26,1.36,Germany
Com2uS,078340.KQ,580000000.0,46.98,1.81,S. Korea
JSW Holdings,JSWHL.NS,580000000.0,52.79,1.28,India
Transport Corporation of India,TCI.NS,580000000.0,7.52,0.48,India
Brooge Energy,BROG,580000000.0,5.32,7.8,United Arab Emirates
Flushing Financial Corp,FFIC,580000000.0,19.55,1.45,USA
89bio,ETNB,580000000.0,12.5,5.93,USA
Sleep Number,SNBR,580000000.0,26.43,3.97,USA
Cloetta,CLA-B.ST,580000000.0,2.01,0.29,Sweden
Karnataka Bank,KTKBANK.NS,580000000.0,1.87,0.42,India
VRL Logistics,VRLLOG.NS,580000000.0,6.58,2.38,India
Haynes International,HAYN,580000000.0,46.35,1.94,USA
Electrica,ECEA.F,570000000.0,6.56,0.81,Romania
Sight Sciences,SGHT,570000000.0,12.0,1.27,USA
Interface,TILE,570000000.0,9.93,4.2,USA
Health Catalyst,HCAT,570000000.0,10.54,6.25,USA
Community Health Systems,CYH,570000000.0,4.28,10.03,USA
Design Therapeutics,DSGN,570000000.0,10.3,7.85,USA
Eventbrite,EB,570000000.0,5.83,10.0,USA
Mersana Therapeutics,MRSN,570000000.0,5.76,1.95,USA
Cathay Real Estate Development,2501.TW,570000000.0,0.5,0.33,Taiwan
Brasil Agro,LND,570000000.0,5.81,5.25,Brazil
Genesco,GCO,570000000.0,45.52,2.75,USA
Luther Burbank,LBC,570000000.0,11.22,0.09,USA
Riot Blockchain,RIOT,570000000.0,3.42,3.95,USA
RE/MAX Holdings,RMAX,570000000.0,18.53,4.99,USA
bluebird bio,BLUE,570000000.0,6.88,4.4,USA
Gujarat Mineral Development,GMDCLTD.NS,570000000.0,1.79,2.38,India
Ardmore Shipping,ASC,560000000.0,14.05,2.03,Bermuda
MediaAlpha,MAX,560000000.0,9.46,3.05,USA
Procaps Group,PROC,560000000.0,5.04,3.07,Luxembourg
Aehr Test Systems,AEHR,560000000.0,20.63,3.67,USA
Silence Therapeutics,SLN,560000000.0,15.8,2.73,UK
Cardiovascular Systems,CSII,560000000.0,13.54,1.42,USA
Coherus BioSciences,CHRS,560000000.0,7.28,17.04,USA
Heidrick & Struggles,HSII,560000000.0,28.5,2.48,USA
Sharecare,SHCR,560000000.0,1.6,1.91,USA
Arrow Financial,AROW,560000000.0,34.19,0.83,USA
HBT Financial,HBT,560000000.0,19.63,0.82,USA
Kimball Electronics,KE,560000000.0,22.84,4.1,USA
AudioCodes,AUDC,560000000.0,17.75,2.48,Israel
Boohoo Group,BOO.L,560000000.0,0.43,0.58,UK
Phillips Carbon Black,PHILIPCARB.NS,560000000.0,3.24,0.22,India
Janux Therapeutics,JANX,560000000.0,13.5,11.75,USA
Aurelius Group,AR4.DE,560000000.0,19.7,0.0,Germany
B Communications,BCOM.TA,550000000.0,5.21,2.91,Israel
Capital City Bank Group,CCBG,550000000.0,32.93,0.95,USA
Digital World Acquisition,DWAC,550000000.0,14.98,3.48,USA
Vacasa,VCSA,550000000.0,1.23,12.84,USA
Snap One,SNPO,550000000.0,7.34,0.94,USA
YIT,YIT.HE,550000000.0,2.65,1.14,Finland
Allied Motion Technologies,AMOT,550000000.0,34.93,4.08,USA
Tunas Ridean,TURI.JK,550000000.0,0.1,0.0,Indonesia
Accolade,ACCD,550000000.0,7.7,4.76,USA
Simona,SIM0.F,550000000.0,92.31,0.0,Germany
First Financial,THFF,550000000.0,46.06,0.15,USA
Suprajit Engineering,SUPRAJIT.NS,550000000.0,4.0,0.14,India
Central Pacific Financial,CPF,550000000.0,20.33,2.88,USA
MetroCity Bankshares,MCBS,550000000.0,21.87,1.48,USA
Artesian Resources,ARTNA,550000000.0,58.53,1.07,USA
Faro Technologies,FARO,550000000.0,29.33,1.8,USA
Ares Commercial Real Estate,ACRE,540000000.0,10.1,2.75,USA
Protagonist Therapeutics,PTGX,540000000.0,11.17,8.13,USA
Varroc,VARROC.NS,540000000.0,3.59,0.49,India
Vimeo,VMEO,540000000.0,3.3,5.1,USA
MaxCyte,MXCT,540000000.0,5.38,8.69,USA
Transcat,TRNS,540000000.0,72.33,3.02,USA
Cresco Labs,CRLBF,540000000.0,1.84,3.09,USA
Insteel Industries,IIIN,540000000.0,27.99,3.32,USA
Phibro Animal Health,PAHC,540000000.0,13.46,0.37,USA
NuScale Power,SMR,540000000.0,10.5,3.96,USA
Enento Group,ENENTO.HE,540000000.0,22.62,0.71,Finland
ioneer,IONR,540000000.0,10.36,4.07,Australia
FDC India,FDC.NS,540000000.0,3.28,0.35,India
Wallbox,WBX,540000000.0,3.33,0.0,Spain
Infibeam Avenues,INFIBEAM.NS,540000000.0,0.2,1.21,India
Shenzhen Bingchuan Network,300533.SZ,540000000.0,3.55,0.41,China
Diamond Hill Investment Group,DHIL,540000000.0,179.47,1.36,USA
SIGA Technologies,SIGA,540000000.0,7.41,1.65,USA
Ace Hardware Indonesia,ACES.JK,540000000.0,0.03,0.0,Indonesia
CION Investment,CION,540000000.0,9.75,0.2,USA
Obsidian Energy,OBE,530000000.0,6.55,2.18,Canada
Opera,OPRA,530000000.0,6.04,2.12,Norway
Vera Therapeutics,VERA,530000000.0,19.44,0.57,USA
Engineers India,ENGINERSIN.NS,530000000.0,0.96,2.39,India
Técnicas Reunidas,TRE.MC,530000000.0,10.04,0.58,Spain
loanDepot,LDI,530000000.0,1.63,1.87,USA
REX American Resources,REX,530000000.0,30.79,4.06,USA
Silvercorp Metals,SVM,530000000.0,3.02,1.31,Canada
Acco Brands,ACCO,530000000.0,5.67,2.16,USA
AngioDynamics,ANGO,530000000.0,13.66,3.02,USA
Zynex,ZYXI,530000000.0,13.87,0.07,USA
Anora Group,ANORA.HE,530000000.0,7.9,0.4,Finland
Cano Health,CANO,530000000.0,1.23,14.95,USA
Vishay Precision Group,VPG,530000000.0,39.3,3.67,USA
Mercantile Bank,MBWM,530000000.0,33.61,1.05,USA
Yalla Group,YALA,530000000.0,3.59,3.76,United Arab Emirates
TPG Real Estate Finance Trust,TRTX,530000000.0,6.87,4.57,USA
Navitas Semiconductor,NVTS,520000000.0,3.45,6.15,Ireland
Denny's,DENN,520000000.0,9.22,2.44,USA
Bank of Marin Bancorp,BMRC,520000000.0,32.87,1.83,USA
Silvergate Capital,SI,520000000.0,16.64,4.13,USA
Benson Hill,BHIL,520000000.0,2.55,6.69,USA
Sprague Resources LP,SRLP,520000000.0,20.0,0.1,USA
HomeStreet Bank,HMST,520000000.0,27.97,2.49,USA
HilleVax,HLVX,520000000.0,15.7,7.53,USA
CinCor Pharma,CINC,520000000.0,11.95,3.46,USA
Ruth's Hospitality Group,RUTH,520000000.0,15.75,3.89,USA
Materialise NV,MTLS,520000000.0,8.84,3.15,Belgium
Calavo Growers,CVGW,520000000.0,29.43,1.1,USA
Equity BancShares,EQBK,520000000.0,32.73,2.15,USA
Absolute Software,ABST,520000000.0,9.96,4.84,Canada
Quanterix,QTRX,510000000.0,14.02,5.26,USA
AVEO Oncology,AVEO,510000000.0,14.94,0.0,USA
Blink Charging,BLNK,510000000.0,10.19,1.8,USA
Oscar Health,OSCR,510000000.0,2.41,12.09,USA
Hawaiian Airlines,HA,510000000.0,10.06,4.03,USA
DXP Enterprises,DXPE,510000000.0,27.56,2.3,USA
NETGEAR,NTGR,510000000.0,17.86,1.82,USA
Nurix Therapeutics,NRIX,510000000.0,10.94,8.86,USA
Aarti Drugs,AARTIDRUGS.NS,510000000.0,5.56,2.0,India
Heidelbergcement India,HEIDELBERG.NS,510000000.0,2.27,1.57,India
FRP Holdings,FRPH,510000000.0,54.49,1.85,USA
Brookdale Senior Living,BKD,510000000.0,2.75,1.1,USA
Ramkrishna Forgings,RKFORGE.NS,510000000.0,3.2,1.32,India
Valens Semiconductor,VLN,510000000.0,5.16,2.79,Israel
CymaBay Therapeutics,CBAY,510000000.0,6.05,9.21,USA
Innoviz,INVZ,510000000.0,3.77,5.31,Israel
Amyris,AMRS,510000000.0,1.55,7.19,USA
Viad,VVI,510000000.0,24.72,2.32,USA
Liquidity Services,LQDT,510000000.0,14.25,3.94,USA
Garrett Motion,GTX,510000000.0,7.87,2.21,Switzerland
Chuy's,CHUY,500000000.0,28.3,1.22,USA
Sangamo Therapeutics,SGMO,500000000.0,3.1,11.51,USA
trivago,TRVG,500000000.0,1.4,1.45,Germany
Clear Channel Outdoor,CCO,500000000.0,1.06,4.95,USA
System1,SST,500000000.0,4.44,3.02,USA
CNB Financial Corp,CCNE,500000000.0,23.86,0.25,USA
Tiptree,TIPT,500000000.0,13.9,0.29,USA
Harsco,HSC,500000000.0,6.34,4.62,USA
CIRCOR International,CIR,500000000.0,24.74,4.08,USA
Tejon Ranch,TRC,500000000.0,19.0,2.76,USA
Spandana Sphoorty Financial,SPANDANA.NS,500000000.0,7.09,4.49,India
CSB Bank,CSBBANK.NS,500000000.0,2.9,1.46,India
Secureworks,SCWX,500000000.0,5.93,10.84,USA
Funko,FNKO,500000000.0,10.63,3.71,USA
ECN Capital,ECN.TO,500000000.0,2.04,0.36,Canada
PennantPark Floating Rate,PFLT,500000000.0,11.05,1.75,USA
Intercept Pharmaceuticals,ICPT,500000000.0,12.08,2.98,USA
Argan,AGX,500000000.0,36.85,2.33,USA
MidWestOne Financial Group,MOFG,500000000.0,32.01,1.14,USA
Vinci Partners,VINP,490000000.0,8.78,3.42,Brazil
Greenpanel Industries,GREENPANEL.NS,490000000.0,4.07,0.57,India
PORR,ABS2.F,490000000.0,12.53,0.34,Austria
Greenlam Industries,GREENLAM.NS,490000000.0,3.91,1.08,India
Senseonics Holdings,SENS,490000000.0,1.04,6.46,USA
American Software,AMSWA,490000000.0,14.74,3.15,USA
Standard Lithium,SLI,490000000.0,2.98,1.32,Canada
Domo,DOMO,490000000.0,14.35,12.55,USA
PlayWay,6P5.F,490000000.0,72.78,2.29,Poland
Tata Coffee,TATACOFFEE.NS,490000000.0,2.64,0.34,India
Rovio Entertainment,ROVIO.HE,490000000.0,6.48,0.65,Finland
Zymeworks,ZYME,490000000.0,7.81,4.27,Canada
